ORGANIZATION_ETXT,NSM_CD,NOTE_ETXT,NOTES_FTXT,PSTREET,PCITY,PPROVINCE,PPOSTAL,PCOUNTRY,MSTREET,MCITY,MPROVINCE,MPOSTAL,MCOUNTRY,CLASS_TYPE_ETXT,CLASS_ETXT,CLASS_TYPE_FTXT,CLASS_FTXT
Termaco Lt??e,L45,,,"325, boul. Industriel",Saint-Jean-sur-Richelieu,Quebec,J3B 7M3,CANADA,"325, boul. Industriel",Saint-Jean-sur-Richelieu,Quebec,J3B 7M3,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Termaco Lt??e,L45,,,"325, boul. Industriel",Saint-Jean-sur-Richelieu,Quebec,J3B 7M3,CANADA,"325, boul. Industriel",Saint-Jean-sur-Richelieu,Quebec,J3B 7M3,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
The City of Edmonton,W71,,,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,Trailer,Trailer - Flat Deck (Standard),Remorque,Remorque plate-forme (standard)
The City of Edmonton,W71,,,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
The City of Edmonton,W71,,,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,12404-107th Street,Edmonton,Alberta,T5G 2S7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
The F.R.S. Group Inc.,W56,,,565 Marjorie Street,Winnipeg,Manitoba,R3H 0S8,CANADA,565 Marjorie Street,Winnipeg,Manitoba,R3H 0S8,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
The L'il Ice Cream Shop Ltd.,K09,,,42 Newcombe Crescent,Winnipeg,Manitoba,R2J 3T6,CANADA,42 Newcombe Crescent,Winnipeg,Manitoba,R2J 3T6,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
The Steel Shop,I21,,,30 Hanbury Street,Dundalk,Ontario,N0C 1B0,CANADA,P.O. Box 406,Dundalk,Ontario,N0C 1B0,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
The Trailer Factory Ltd.,K61,,,4110 - 76 Avenue,Edmonton,Alberta,T6B 2P1,CANADA,4110 - 76 Avenue,Edmonton,Alberta,T6B 2P1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
The Welding & Engineering Company Ltd.,485,,,1602 Western Street,Vancouver,British Columbia,V6A 2X2,CANADA,1602 Western Street,Vancouver,British Columbia,V6A 2X2,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
The Welding & Engineering Company Ltd.,485,,,1602 Western Street,Vancouver,British Columbia,V6A 2X2,CANADA,1602 Western Street,Vancouver,British Columbia,V6A 2X2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
The Welding Shop,N28,,,2035 Bedell,Kemptville,Ontario,K0G 1J0,CANADA,2035 Bedell,Kemptville,Ontario,K0G 1J0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Thermo King Western Ltd.,256,,,16440 130th Ave,Edmonton,Alberta,T5V 1J8,CANADA,"P.O. Box 9136, Station `E'",Edmonton,Alberta,T5P 4K2,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Thermo King Western Ltd.,256,,,16440 130th Ave,Edmonton,Alberta,T5V 1J8,CANADA,"P.O. Box 9136, Station `E'",Edmonton,Alberta,T5P 4K2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Third Wheel Trailers Incorporated,V56,,,55 White Street,Aylmer,Ontario,N5H 2R8,CANADA,"55 White Street, Box 2",Aylmer,Ontario,N5H 2R8,CANADA,Trailer,Trailer - Motorcycle,Remorque,Remorque ?ÿ motocyclette
Thomcat Equipment Ltd.,H71,,,859 Station Avenue,Victoria,British Columbia,V9B 2S2,CANADA,859 Station Avenue,Victoria,British Columbia,V9B 2S2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Thomson Projects Ltd.,H95,,,"53 Jamieson Drive, R.R. #1, Forest Home Ind. Park",Orillia,Ontario,L3V 6H1,CANADA,"53 Jamieson Drive, R.R. #1, Forest Home Ind. Park",Orillia,Ontario,L3V 6H1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Thruway Specialized Inc.,718,,,Fewster Dr.,Mississauga,Ontario,L4W1A1,CANADA,Marine Parade Dr.,Toronto,Ontario,M8V L4W,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Thug Motorcyle Company,U91,,,5329 72nd Avenue S.E.,Calgary,Alberta,T2C 4X5,CANADA,"5329 72nd Avenue S.E., Box 70",Calgary,Alberta,T2C 4X5,CANADA,Motorcycles,Motorcycle/ Open Motorcycle,Motocyclette,Motocyclette /Motocyclette sans habitacle ferm??
Thunder Trailer Sales and Manufacturing Inc.,R09,,,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
Thunder Trailer Sales and Manufacturing Inc.,R09,,,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
Thunder Trailer Sales and Manufacturing Inc.,R09,,,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,Trailer,Trailer - Medium Duty [Standard],Remorque,Remorque moyenne [Standard]
Thunder Trailer Sales and Manufacturing Inc.,R09,,,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,"229 11th Avenue, North East",Altona,Manitoba,R0G 0B0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Timberland Equipment Limited,B98,,,459 Industrial Road,Woodstock,Ontario,N4S 7Z2,CANADA,"459 Industrial Road, P.O. Box 490",Woodstock,Ontario,N4S 7Z2,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Timberland Equipment Limited,B98,,,459 Industrial Road,Woodstock,Ontario,N4S 7Z2,CANADA,"459 Industrial Road, P.O. Box 490",Woodstock,Ontario,N4S 7Z2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tiny Mite Manufacturing Ltd.,V42,,,NW 1 39 5 W5,Leslieville,Alberta,T0M 1H0,CANADA,P.O. 248,Leslieville,Alberta,T0M 1H0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Titan Trailers Inc.,128,RIG's are CMVSS 223 compliant,Toutes les remorques ??quip??es d'un dispositif de protection arri??re sont conformes ?ÿ la norme NSVAC 223.,"R.R.# 3, 1129 Hwy#3",Delhi,Ontario,N4B 2W6,CANADA,"R.R.#3, Highway No. 3",Delhi,Ontario,N4B 2W6,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Titan Trailers Inc.,128,RIG's are CMVSS 223 compliant,Toutes les remorques ??quip??es d'un dispositif de protection arri??re sont conformes ?ÿ la norme NSVAC 223.,"R.R.# 3, 1129 Hwy#3",Delhi,Ontario,N4B 2W6,CANADA,"R.R.#3, Highway No. 3",Delhi,Ontario,N4B 2W6,CANADA,Trailer,Trailer - Semi Trailer [Standard],Remorque,"Remorque, semi [standard]"
Toit Design Inc.,Z31,,,Leneuf,B??cancour,Quebec,G9H2E5,CANADA,,,,,,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tom Donaldson Sablage A Jet,T57,,,"251, Rg St-Jean-Baptiste",St-Chrysostome,Quebec,J0S 1R0,CANADA,"251, Rg St-Jean-Baptiste",St-Chrysostome,Quebec,J0S 1R0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
TopLine Truck Trailer Inc.,U50,,,841 Oakpoint Box 64 GRP 200 RR2,Winnipeg,Manitoba,RC3 2E6,CANADA,3-79 Eagle Drive,Winnipeg,Manitoba,RC3 2E6,CANADA,Trailer,Trailer - Converter Dolly [Air],Remorque,"Remorque, chariot de conversion, [Frein a air]"
TopLine Truck Trailer Inc.,U50,,,841 Oakpoint Box 64 GRP 200 RR2,Winnipeg,Manitoba,RC3 2E6,CANADA,3-79 Eagle Drive,Winnipeg,Manitoba,RC3 2E6,CANADA,Trailer,Trailer - Heavy Hauler [Air],Remorque,"Remorque a materiel lourd, [frein a air]"
TopLine Truck Trailer Inc.,U50,,,841 Oakpoint Box 64 GRP 200 RR2,Winnipeg,Manitoba,RC3 2E6,CANADA,3-79 Eagle Drive,Winnipeg,Manitoba,RC3 2E6,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
TopLine Truck Trailer Inc.,U50,,,841 Oakpoint Box 64 GRP 200 RR2,Winnipeg,Manitoba,RC3 2E6,CANADA,3-79 Eagle Drive,Winnipeg,Manitoba,RC3 2E6,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Toppweld Enterprises Inc,N40,,,3311 B Millar Ave.,Saskatoon,Saskatchewan,S7K 6N3,CANADA,3311 B Millar Ave.,Saskatoon,Saskatchewan,S7K 6N3,CANADA,Trailer,Trailer - Car Dolly [Standard],Remorque,"Remorque, standard, chariot dƒ??panneur"
Torch River Manufacturing,W35,,,LSD 8-21-51-14 West of 2nd,Nipawin,Saskatchewan,S0E 1E0,CANADA,Box 539,Nipawin,Saskatchewan,S0E 1E0,CANADA,Trailer,Trailer - Car Dolly [Standard],Remorque,"Remorque, standard, chariot dƒ??panneur"
Total Metal Services,J75,,,465 Second Line East,Sault Ste. Marie,Ontario,P6B 4K2,CANADA,465 Second Line East,Sault Ste. Marie,Ontario,P6B 4K2,CANADA,Trailer,Trailer - Snowmobile,Remorque,Remorque motoneige
Total Metal Services,J75,,,465 Second Line East,Sault Ste. Marie,Ontario,P6B 4K2,CANADA,465 Second Line East,Sault Ste. Marie,Ontario,P6B 4K2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tow-It-All Trailers,M39,,,581 McGeachie Drive,Milton,Ontario,L9T 3L5,CANADA,581 McGeachie Drive,Milton,Ontario,L9T 3L5,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Toy Alley Ventures Inc.,K62,,,3050 Kilpatrick Road,Nanaimo,British Columbia,V9R 6W6,CANADA,3050 Kilpatrick Road,Nanaimo,British Columbia,V9R 6W6,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Toyota Canada Inc. (TCI),930,,,One Toyota Place,Scarborough,Ontario,M1H 1H9,CANADA,One Toyota Place,Scarborough,Ontario,M1H 1H9,CANADA,Passenger Car,"Passenger Car, OEM",V??hicule de tourisme,Voiture de tourisme
Track and Trail Industries Ltd.,R81,,,14 Ferry Road,Cartier,Manitoba,R4K 1B2,CANADA,14 Ferry Road,Cartier,Manitoba,R4K 1B2,CANADA,Trailer,Trailer - Flat Deck (Standard),Remorque,Remorque plate-forme (standard)
Trademasters Automotive Ltd.,Z17,,,44467 Yale Rd.,Chillawack,British Columbia,V2R 4H2,CANADA,,,,,,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Trail Buddy Trailers,V94,,,#1 Cardinal Street,Barrie,Ontario,L4M 6C8,CANADA,#1 Cardinal Street,Barrie,Ontario,L4M 6C8,CANADA,Trailer,Trailer - Motorcycle,Remorque,Remorque ?ÿ motocyclette
Trail King Services,X46,,,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
Trail King Services,X46,,,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
Trail King Services,X46,,,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,"448 CR 34 East, R.R. #2",Ruthven,Ontario,N0P 2G0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trail-Rite Manufacturing,H85,,,"1st Street South, P.O. Box 1124",Beausejour,Manitoba,R0E 0C0,CANADA,"1st Street South, P.O. Box 1124",Beausejour,Manitoba,R0E 0C0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailall Manufacturing,P55,,,153 Autumnwood Drive,Steinbach,Manitoba,R5G 2C4,CANADA,153 Autumnwood Drive,Steinbach,Manitoba,R5G 2C4,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailer Trax Inc,Y08,,,566 - 2nd Ave,Neepawa,Manitoba,R0J 1H0,CANADA,Box 1003,Neepawa,Manitoba,R0J 1H0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailer-Pro Inc.,L69,,,"59 Maitland Avenue, R.R. #4",Goderich,Ontario,N7A 3Y1,CANADA,"59 Maitland Avenue, R.R. #4",Goderich,Ontario,N7A 3Y1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailerman Trailers Limited,I23,,,1330 Riverside Road,Abbotsford,British Columbia,V2S 7T1,CANADA,1330 Riverside Road,Abbotsford,British Columbia,V2S 7T1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailers Niagara Mfg.,M13,,,"325 Welland Avenue, Unit #8",St. Catharines,Ontario,L2R 2R2,CANADA,"325 Welland Avenue, Unit #8",St. Catharines,Ontario,:2R 2R2,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailers Unlimited Inc.,E39,,,12235 William Short Road,Edmonton,Alberta,T5B 2B7,CANADA,12533 William Short Road Street,Edmonton,Alberta,T5B 2B7,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailerworld Industries Inc.,N55,,,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
Trailerworld Industries Inc.,N55,,,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,Trailer,Trailer - Snowmobile,Remorque,Remorque motoneige
Trailerworld Industries Inc.,N55,,,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,1407 Colborne Street East,Brantford,Ontario,N3T 5M1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailex Les Remorques De Rimouski Inc.,E32,,,1159 Des Pionniers,Mont-Lebel,Quebec,G0K 1J0,CANADA,1159 Des Pionniers,Mont-Lebel,Quebec,G0K 1J0,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Trailmark Distributors Inc.,Y88,,,123rd Avenue North West,Edmonton,Alberta,T5L 2T3,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Trailmark Distributors Inc.,Y88,,,123rd Avenue North West,Edmonton,Alberta,T5L 2T3,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Trailmark Distributors Inc.,Y88,,,123rd Avenue North West,Edmonton,Alberta,T5L 2T3,CANADA,,,,,,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer - Flat Deck (Standard),Remorque,Remorque plate-forme (standard)
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer - Semi Trailer [Standard],Remorque,"Remorque, semi [standard]"
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer - Snowmobile,Remorque,Remorque motoneige
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Trailtech Inc.,F31,,,Hwy #43 East,Gravelbourg,Saskatchewan,SOH 1X0,CANADA,P.O. Box 988,Gravelbourg,Saskatchewan,S0H 1X0,CANADA,Trailer,Trailer [Air],Remorque,Remorque [Freins ?ÿ air]
Trans-Moto Inc,Y52,,,rue Industrielle,St-Roch-De-L'achigan,Quebec,J0K 3H0,CANADA,,,,,,Trailer,Trailer - Motorcycle,Remorque,Remorque ?ÿ motocyclette
TransDiff inc.,W50,,,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
TransDiff inc.,W50,,,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
TransDiff inc.,W50,,,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,2901 Rue Watt,Quebec,Quebec,G1X 3W1,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
Transpart Inc.,R60,,,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,12 McGregor Ave,Brantford,Ontario,N3T 5M7,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
Transtech V.A. Inc.,W63,,,1445 Graham-Bell,Boucherville,Quebec,J4B 6A1,CANADA,,,,,,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Transway Systems Inc.,I74,,,314 Lake Avenue North,Hamilton,Ontario,L8E 3A2,CANADA,314 Lake Avenue North,Hamilton,Ontario,L8E 3A2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Travelaire Canada Limited,443,,,6702 Golden West Ave.,Red Deer,Alberta,T4P 1A8,CANADA,6702 Golden West Ave.,Red Deer,Alberta,T4P 1A8,CANADA,Trailer,Trailer - Recreational RV [Standard],Remorque,Remorque de camping [standard]
Trecan Combustion Limited,N20,,,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,Trailer,"Trailer - Portable equip, construction/other (Air)",Remorque,"??quipement portatif, construction/autre (air)"
Trecan Combustion Limited,N20,,,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,Trailer,"Trailer - Portable equip, construction/other (Standard)",Remorque,"??quipement portatif, construction/autre"
Trecan Combustion Limited,N20,,,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,4049 St. Margaret's Bay Road,Hubley,Nova Scotia,B3Z 1C2,CANADA,Trailer,Trailer - Tank [Air],Remorque,"Remorque citerne, [frein a air]"
Trek-Eazy Trailers Inc.,T45,,,2324 Place Du Gala,St-Lazare,Quebec,J7T 3E7,CANADA,2324 Place Du Gala,St-Lazare,Quebec,J7T 3E7,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Tremcar Inc.,439,,, Alness Street,Toronto,Ontario,M3J 3H4,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Tremcar Inc.,439,,, Liberty,Sherwood Park,Alberta,T8H 2V2,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Tremcar Inc.,439,,,20th Avenue SE,Weyburn,Saskatchewan,S4H 2L2,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Tremcar Inc.,439,,,790 Montrichard Avenue,Weyburn,Quebec,J2X 2L2,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Tremcar Inc.,439,,,790 Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Tremcar Inc.,439,,,Melville Street,Saskatoon,Saskatchewan,S7J0R1,CANADA,Montrichard Avenue,Weyburn,Quebec,J2X 5G4,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
