id,name,address,latitude,longitude,region,type_id,type_name,notes,product,product,product,service,service,service,service,service,region,region
617,Currimundi News,"Cnr Nicklin Way and Bellara Drive, Currimundi, Sunshine Coast",-26.773831,153.124299,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
756,Currumbin Creek Newsagency,"52 Currumbin Creek Road, Currumbin Waters, Queensland, Australia",-28.14411,153.472662,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
956,Cypress Avenue tram station,"Corner Surfers Paradise Boulevard and Cypress Avenue, Surfers Paradise, Queensland, Australia",-27.996461,153.427522,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
621,Daisy Hill News,"Shop 7, Cnr Daisy Hill Rd and Cupania Street, Daisy Hill , Southern",-27.642944,153.153712,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
230,Dakabin station,"Narangba Road, Dakabin, Northern",-27.2285,152.975,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
231,Darra station,"Darra Station Road, Darra, Brisbane West",-27.5659,152.952,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
74,Darra station,"Darra Station Road, Darra, Brisbane West",-27.5659,152.952,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
232,Deagon station,"Adams Street, Deagon, Brisbane North",-27.3273,153.063,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
419,Deagon station,"Adams Street, Deagon, Brisbane North",-27.3273,153.063,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
233,Dinmore station,"Mason Street, Dinmore, Western",-27.5964,152.833,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
420,Dinmore station,"Mason Street, Dinmore, Western",-27.5964,152.833,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
616,Dockside Convenience Store,"Shop 5, 35 Ferry Street, Kangaroo Point, Brisbane East",-27.472558,153.038964,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
234,Domestic Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.3852,153.119,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
235,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
421,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
236,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
359,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
702,Eagle Junction News,"272 Junction Road, Eagle Junction, Brisbane North",-27.415092,153.050647,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
237,Eagle Junction station,"Junction Road, Eagle Junction, Brisbane North",-27.4151,153.05,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
78,Eagle Junction station,"Junction Road, Eagle Junction, Brisbane North",-27.4151,153.05,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
35,Eagle Street News,"Ground Floor, 70 Eagle Street, Brisbane , Brisbane Central",-27.4671,153.03,Brisbane,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
1631,Earls Court Serviced Apartments,"131 Nerang Street, Southport, Queensland, Australia",-27.971204,153.407014,Gold Coast,2,Preloaded reseller,,,,,,,,,,Gold Coast,
238,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
389,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
239,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
422,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
240,Edens Landing station,"Eddy Avenue, Edens Landing, Southern ",-27.6982,153.171,Logan,5,Rail fare machine,,,,,Top up,,,,,Logan,
589,Eight Mile Plains Busway,"Eight Mile Plains Busway Station, Eight Mile Plains, Brisbane South",-27.57848,153.101739,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
1846,Elimbah Newsagency,"8/870 Beerburrum Rd, Elimbah, Queensland, Australia",-27.007239,152.944354,Sunshine Coast,2,Preloaded reseller,,,,,,,,,,Sunshine Coast,
241,Elimbah station,"English Street, Elimbah, Northern",-27.0113,152.946,Sunshine Coast,5,Rail fare machine,,,,,Top up,,,,,Sunshine Coast,
668,Enoggera Newsagency,"Shop 2B, 318 Wardell Street, Enoggera, Brisbane North",-27.422652,152.990315,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
242,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
423,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
243,Eudlo station,"Rosebed Street, Eudlo, Sunshine Coast",-26.7259,152.957,Sunshine Coast,5,Rail fare machine,,,,,Top up,,,,,Sunshine Coast,
613,Eumundi Village Pharmacy,"1 / 2 - 6 Ethridge Street, Eumundi, Sunshine Coast",-26.475572,152.950648,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
36,Exchange Casket Agency,"360 Queen Street, Brisbane , Brisbane Central",-27.4664,153.029,Brisbane,1,Standard retailer,,go card,Visitor Information Pack,,Buy,Top up,Change expiry date,,,Brisbane,
1866,EzyMart King George Square Pty Ltd,"Level 1 King George Square Busway, Adelaide Street, Brisbane, Queensland, Australia",-27.468991,153.024216,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
1731,Fairfield Station ,"Mildmay Street, Fairfield, Queensland, Australia",-27.507597,153.028337,Brisbane,5,Rail fare machine,,,,,,,,,,Brisbane,
424,Fairfield station,"Mildmay Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
244,Farifield station,"Midway Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
245,Ferny Grove station,"Conavalla Street, Ferny Grove, Brisbane North",-27.4013,152.935,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
82,Ferny Grove station,"Conavalla Street, Ferny Grove, Brisbane North",-27.4013,152.935,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
464,Ferny Hills News & Casket,"Shop 11, 126 Ferny Way, Ferny Hills, Brisbane North",-27.4003,152.939,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
931,Florida Gardens tram station,"Corner Gold Coast Highway and Monaco Street, Surfers Paradise, Queensland, Australia",-28.017705,153.429349,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
663,Foodworks Heathwood,"137 Parkwood Drive, Heathwood, Brisbane West",-27.637003,152.986997,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
1181,Foodworks Jindalee,"Shop 1, 66 Curragundi Road, Jindalee, Queensland, Australia",-27.53513,152.935947,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
622,Foodworks Salisbury,"Shop 4 / 660 Toohey Road, Salisbury, Brisbane South",-27.545804,153.039488,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
1536,Foodworks Wishart,"590 Mount Gravatt-Capalaba Road, Wishart, Queensland, 4122, Australia",-27.549068,153.106621,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
83,Forest Lake Village News,"Forest Lake Village Shopping Centre, Forest Lake Boulevard, Forest Lake, Brisbane West",-27.6255,152.968,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
85,Fortitude Valley station,"Brunswick Street, Fortitude Valley, Brisbane Central",-27.4567,153.033,Brisbane Central,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
214,Fortitude Valley station,"Brunswick Street, Fortitude Valley, Brisbane Central",-27.4567,153.033,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
184,Four Square ,"18 Cracknell Road, Annerley, Brisbane South",-27.5184,153.03,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
581,Friendly Grocer Broadbeach,"Shop 10, Belair Retail Centre, Gold Coast Highway,Broadbeach, Broadbeach, Gold Coast",-28.035828,153.431953,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1696,Friendly Grocer Ormiston,"Shop 1, 116-118 Wellington Street, Ormiston, Queensland, Australia",-27.511524,153.256093,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
246,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
425,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
247,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
387,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
492,Garden City bus interchange,"South East Freeway near Garden City Shopping Centre (access via current bus interchange), Upper Mount Gravatt, Brisbane South",-27.5631,153.081,Brisbane South,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
1651,Gasworks News,"The Gasworks, Skyring Terrace, Newstead, Queensland, Australia",-27.450247,153.044459,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
577,Gatton Plaza Newsagency ,"7/8 Plaza Shopping Centre Spencer St, Gatton, Western",-27.558271,152.279529,Western,1,Standard retailer,,go card,,,Buy,,,,,,
248,Gaythorne station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
426,Gaythorne Station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
249,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
367,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
37,George Street News,"370 George Street, Brisbane , Brisbane Central",-27.4689,153.021,Brisbane,1,Standard retailer,,go card,Visitor Information Pack,,Buy,Top up,Change expiry date,,,Brisbane,
537,Given Terrace Newsagency,"Shop 1/209 Given Terrace, Paddington, Brisbane North",-27.4616,153.006,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
250,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains",-26.8997,152.957,Sunshine Coast,5,Rail fare machine,,,,,Top up,,,,,Sunshine Coast,
427,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains, Northern",-26.8997,152.957,Sunshine Coast,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
801,Gold Coast Tourism Information Desk,"Gold Coast Airport, Eastern Avenue, Bilinga, Queensland, Australia",-28.165645,153.509074,Gold Coast,1,Standard retailer,"Please note this agent does not sell go cards.  
Refunds not available from this agent. Customers are able to apply for an EFT refund to an Australian bank account by filling in the 'go card guide to Balance Transfers and Refunds' Form available from the agent. ",go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
521,Gold Coast Tourism Visitor Information Booth,"2 Cavill Avenue, Surfers Paradise, Queensland, Australia",-28.001927,153.428923,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
646,Gold Coast Tourist Shuttle Desk,"Gold Coast Airport, Airport (Gold Coast - Coolangatta), Gold Coast",-28.16626,153.512886,Gold Coast,1,Standard retailer,"Refunds not available from this agent.  
Customers are able to apply for an EFT refund to an Australian bank account by filling in the 'go card guide to Balance Transfers and Refunds' Form available from the agent.",go card,Gold Coast go explore card,,Buy,Top up,Refund,Change expiry date,,Gold Coast,
886,Gold Coast University Hospital tram station,"Corner Parklands Drive and University Drive, Southport, Queensland, Australia",-27.96055,153.380514,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
781,Golden Beach News,"Shop 6, 46 Landsborough Parade, Golden Beach, Queensland, Australia",-26.821495,153.120058,Sunshine Coast,2,Preloaded reseller,,go card,,,Buy,,,,,,
251,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
375,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
38,GPO News,"Shop 1, 40 Creek Street, Brisbane , Brisbane Central",-27.4671,153.029,Brisbane Central,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
252,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
370,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
505,Greenbank Plaza News,"Shop 3, 15 Pub Lane, Greenbank, Southern",-27.7383,152.983,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
591,Greenslopes Busway,"Barnsdale Place, Greenslopes, Brisbane South",-27.510946,153.040493,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
88,Greenslopes Newsagency,"Shop 19, Greenslopes Mall, 700 Logan Road, Greenslopes, Brisbane South",-27.5121,153.054,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
477,Griffith University busway station,"access to Plaza from roundabout at bottom of Sports Road , Mount Gravatt, Brisbane South",-27.5466,153.064,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
876,Griffith University tram station,"Corner Parklands Drive and Engineering Drive, Southport, Queensland, Australia",-27.962972,153.384389,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
253,Grovely station,"Blaker road, Grovely, Brisbane North",-27.405,152.962,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
428,Grovely station,"Blaker Road, Grovely, Brisbane North",-27.405,152.962,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
151,GUGC Student Guild,"Griffith University, Parklands Drive, The Link Building, Gold Coast Campus, Southport, Gold Coast",-27.96094,153.382255,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
254,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Gympie,5,Rail fare machine,,,,,Top up,,,,,Gympie,
362,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Gympie,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Gympie,
255,Helensvale station,"Town Centre Drive, Helensvale, Gold Coast",-27.9258,153.339,Gold Coast,5,Rail fare machine,,,,,Top up,,,,,Gold Coast,
91,Helensvale station,"Town Centre Drive, Helensvale, Gold Coast",-27.9258,153.339,Gold Coast,6,Rail ticket office,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
256,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
429,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
257,Hendra station,"Chermside Street, Hendra, Brisbane North",-27.4222,153.063,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
1126,Hi Surf Apartments,"150 The Esplanade, Burleigh Heads, Queensland, Australia",-28.080915,153.448477,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
596,Holland Park Busway,"Holland Park Busway Station, Holland Park, Brisbane South",-27.523145,153.054915,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
1436,Holland Park Newsagency,"1/109 Seville Road, Holland Park, Queensland, Australia",-27.521484,153.074011,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
258,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
430,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Logan,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
463,IGA Acacia Ridge,"28 Elizabeth Street, Acacia Ridge, Brisbane South",-27.5902,153.027,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
647,IGA East Brisbane,"33 Lytton Road, East Brisbane, Brisbane East",-27.47948,153.04446,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
542,IGA Express Woolloongabba,"14 Annerley Road, Woolloongabba, Brisbane South",-27.4875,153.029,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
348,IGA Forest Lake,"Corner Forest Lake Boulevard and Woogaroo Street, Forest Lake, Brisbane West",-27.6112,152.959,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
96,Inala Plaza News,"Shop 4, Inala Civic Centre, Corsair Avenue, Inala, Brisbane West",-27.599,152.975,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
259,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
361,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
169,Infinity News,"3215 Logan Road, Underwood, Southern",-27.607,153.11,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
260,International Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.403,153.109,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
261,Ipswich station,"Bell Street, Ipswich, Western",-27.6129,152.761,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
99,Ipswich station,"Bell Street, Ipswich, Western",-27.6129,152.761,Brisbane,6,Rail ticket office,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
560,Jindalee News,"Shop 5, 86 Curragundi Road, Jindalee, Brisbane West",-27.534681,152.935247,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
1416,JTB Lounge,"3191 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-27.999085,153.428729,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
336,Junction News and Casket,"Shop 2, 500 Ipswich Road, Annerley, Brisbane South",-27.5112,153.032,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
509,Kallangur Fair News,"1473 Anzac Avenue, Kallangur, Northern",-27.2501,152.999,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
1506,Kallangur News,"1406 Anzac Avenue, Kallangur, Queensland, Australia",-27.250229,152.993461,,1,Standard retailer,,,,,,,,,,Brisbane,
1031,Karana Palms Resort,"40-42 Tarcoola Crescent, Surfers Paradise, Queensland, Australia",-27.999348,153.423854,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
262,Karrabin station,"Karrabin-Rosewood Road, Karrabin, Western",-27.6045,152.709,Ipswich,5,Rail fare machine,,,,,Top up,,,,,Ipswich,
403,Kedron Newsagency and Casket Shop,"359 Gympie Road (cnr Castle Road), Kedron, Brisbane North",-27.4045,153.032,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
102,Kelvin Grove News & Post Office,"Victoria Park Road, Queensland University of Technology (C block), Kelvin Grove, Brisbane North",-27.4518,153.015,Brisbane,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
186,Kenmore News & Casket,"2069 Moggill Road , Kenmore, Brisbane West",-27.5085,152.938,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
263,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
386,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
474,King George Square busway station,"corner Ann and Roma Streets, access also available from Adelaide Street, Brisbane , Brisbane Central",-27.4669,153.022,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
264,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Logan,5,Rail fare machine,,,,,Top up,,,,,Logan,
431,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Logan,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
265,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Logan,5,Rail fare machine,,,,,Top up,,,,,Logan,
381,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Logan,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
1616,Landsborough Newsagency,"1/1 Maleny Street, Landsborough, Queensland, Australia",-26.808765,152.964943,Sunshine Coast,2,Preloaded reseller,,,,,,,,,,Sunshine Coast,
266,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,5,Rail fare machine,,,,,Top up,,,,,Sunshine Coast,
384,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
642,Langlands Busway,"Cnr Old Cleveland Rd and Mains Road, Coorparoo, Brisbane East",-27.498635,153.050149,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
267,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Moreton Bay,5,Rail fare machine,,,,,Top up,,,,,Moreton Bay,
360,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Moreton Bay,6,Rail ticket office,,go card,,,Top up,,,,,Moreton Bay,
268,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
432,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
605,Lockyer Valley Tourist Information Centre,"Lake Apex Drive, Gatton, Western",-27.570008,152.270886,Western,1,Standard retailer,,go card,,,Buy,,,,,,
588,Loganholme Bus Interchange,"Cnr Service Rd and Mandew St, Loganholme, Southern",-27.660298,153.173541,Southern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
269,Loganlea station,"Station Road, Loganlea, Southern",-27.671,153.139,Logan,5,Rail fare machine,,,,,Top up,,,,,Logan,
374,Loganlea station,"Station Road, Loganlea , Southern",-27.671,153.139,Logan,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Logan,
270,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
433,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
706,Lucky 7 Broadwater,"5 Nind Street, Southport, Queensland, Australia",-27.963057,153.413301,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1406,Lucky 7 Circle,"3184 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.000986,153.42705,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
659,Lucky 7 Edward Street,"Shop 2, 160 Edward Street, Brisbane, Brisbane Central",-27.469461,153.027863,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
796,Lucky 7 Shores,"Shop 414, 1 Como Crescent, Southport, Queensland, Australia",-27.973923,153.418525,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
1611,Lucky 7 – View Convenience,Shop G38 - Corner of View Avenue and Surfers Paradise Boulevard,-27.997786,153.42889,Gold Coast,2,Preloaded reseller,Shop G38 - Corner of View Avenue and Surfers Paradise Boulevard,,,,,,,,,Gold Coast,
571,Lucky Charm Noosa,"Shop 1069A, Noosa Civic, 28 eenie Creek Road, Noosaville, Sunshine Coast",-26.4158,153.049,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
751,Lucky Dragon Newsagency,"Australia Fair, 42 Marine Parade, Southport, Queensland, Australia",-27.969082,153.415665,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
806,Lucky Mermaid News & Gifts,"3/2453 Gold Coast Highway, Mermaid Beach, Queensland, Australia",-28.045714,153.435431,,2,Preloaded reseller,,go card,,,Buy,,,,,Gold Coast,
681,Lytton Road News,"83 Lytton Road, East Brisbane, Brisbane East",-27.479865,153.046272,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
1636,Macgregor News,"342 McCullough Street, Macgregor, Queensland, Australia",-27.571407,153.065128,Brisbane,2,Preloaded reseller,,,,,,,,,,Brisbane,
694,Macleay Island Post Office,"Shop 2, 36 Southsea Terrace, Macleay Island, Eastern",-27.629638,153.364813,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
891,Main Beach tram station,"Corner Gold Coast Highway and Tedder Avenue, Main Beach, Queensland, Australia",-27.9821,153.423886,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
736,Manly Harbour Newsagency,"Shop 12, 222 Stratton Terrace, Manly, Queensland, Australia",-27.454744,153.185659,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
271,Manly station,"Ernest Street, Manly, Brisbane East",-27.457,153.18,Brisbane,5,Rail fare machine,,,,,Top up,,,,,Brisbane,
112,Manly station,"Ernest Street, Manly, Brisbane East",-27.457,153.18,Brisbane,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
