nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
N4410E,"[""HL""]","Controls, Combustion","Thermocommandes, dispositifs de r̩glage de la combustion","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410F,"[""HL""]",Feedwater System (Package),Syst̬me pour eau d'alimentation (paquet),"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410G,"[""HL""]","Generator, Steam, Portable","G̩n̩rateur de vapeur, portatif","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410J,"[""HL""]",Steam Generators,G̩n̩rateurs de vapeur,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410K,"[""HL""]","Heaters, Water (Over 15 Pounds WSP/Over 100 Gallons Recovery Capacity)","Chauffe-eau, pression de vapeur de fonctionnement de 15 livres, capacit̩ de r̩cup̩ration de plus de 100 gallons","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410KA,"[""HL""]","Heaters, Water, Commercial","Chauffe-eau, commerciaux","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410KB,"[""HL""]","Heaters, Water, Industrial","Chauffe-eau, industriels","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410L,"[""HL""]",Boiler Components,Chaudi̬res et composants,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410LA,"[""HL""]","Boiler Components, Industrial","Chaudi̬res et composants, industrielles","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4410LB,"[""HL""]","Boiler Components, Marine","Chaudi̬res et composants, marins","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4420,"[""HL""]",Heat Exchangers and Steam Condensers,��changeurs de chaleur et condenseurs de vapeur,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460D,"[""HL""]",Air Washing Units (Industrial),"Purificateurs d'air, industriels","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460E,"[""HL""]","Air Cleaners, Electronic","��purateurs d'air, ̩lectroniques","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460F,"[""HL""]",Filters Compressed Air,Filtres �� air comprim̩,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510,"[""HL""]",Plumbing Fixtures and Accessories,Agencements et accessoires de plomberie,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510A,"[""HL""]",Plumbing Fixtures,Agencements de plomberie,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AA,"[""HL""]","Basin, Lavatory",Lavabos,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AB,"[""HL""]",Urinals and Water Closets,Urinoirs et cabinets d'aisance,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AC,"[""HL""]",Bathtubs,Bains,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AD,"[""HL""]","Bowls, Toilet",Cuvettes de toilette,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AE,"[""HL""]","Plumbing Fixtures, Institutional","Agencements de plomberie, institution","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AF,"[""HL""]",Shower Cabinets,Cabinets de douche,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510AG,"[""HL""]","Sink, Kitchen","��vier, cuisine","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4430B,"[""HL""]",Kilns,Fours de s̩chage,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4430C,"[""HL""]","Ovens, Drying",��tuves,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4430CA,"[""HL""]","Ovens, Drying, Paint","��tuves, peinture","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4430CB,"[""HL""]","Ovens, Drying, N.E.S.","��tuves, N.E.A.","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440,"[""HL""]","Dryers, Dehydrators and Anhydrators","Dess̩cheurs, d̩shydrateurs et anhydrateurs","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440A,"[""HL""]","Evaporators, Drying Equipment","��vaporateurs, ̩quipement de s̩chage","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440B,"[""HL""]","Separators, Scrubbers and Dryers","S̩parateurs, ̩purateurs et dessiccateurs","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440C,"[""HL""]","Dryer, Compressed Air","S̩choir, �� air comprim̩","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440D,"[""HL""]",Dehumidifiers Industrial,"D̩shumidificateurs, industriels","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4440G,"[""HL""]","Dehumidifiers, Space","D̩shumidificateurs, espace","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460,"[""HL""]",Air Purification Equipment,��quipements de purification d'air,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460A,"[""HL""]","Air Purification Equipment, N.E.S.","��quipement de purification d'air, N.E.A.","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460B,"[""HL""]","Collectors, Dust",Collecteurs de poussi̬re,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4460C,"[""HL""]",Systems Industrial Exhaust,Syst̬mes d'̩chappement industriels,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510GC,"[""HL""]","Valves, Mixing, Thermostatic","Soupape, m̩lange, thermostatique","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4510GD,"[""HL""]","Seats, Toilet, Plastic","Si̬ges, toilette, plastique","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4520,"[""HL""]",Space and Water Heating Equipment,��quipement de chauffage des locaux et de l'eau,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4520A,"[""HL""]","Furnaces, Warm Air, Oil, Gas or Solid Fuel (Domestic)","Fournaises, air chaud, huile, gaz ou combustible solide, domestiques","[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
N4520B,"[""HL""]",Heaters,Radiateurs,"[""http://sage-geds.tpsgc-pwgsc.gc.ca/en/GEDS/?pgid=014&dn=ou%3DFCPD-DPPPC%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DACQB-DGA%2COU%3DPSPC-SPAC%2CO%3DGC%2CC%3DCA""]","[""http://sage-geds.tpsgc-pwgsc.gc.ca/fr/SAGE?pgid=014&dn=ou=FCPD-DPPPC,ou=LEFTD-DTPLEP,ou=CAAMS-SGACA,ou=ACQB-DGA,OU=PSPC-SPAC,O=GC,C=CA""]",Active,Actif
