prj_cd,prd_cd,proj_dsc,proj_dsc_fr,fin_sta,contract_app_dt,off_acc_dt,cond_rep_amt,grant_amt,non_rep_amt,uncond_rep_amt,wd_assistance,oth_fed_amt,prj_costs,region,sup_cd,cln_lnm,cln_lnm_fr,prov_cd,sup_city,multiyrfund
1978,2,"To extend funding to The Export Link, a service centre for Alberta exporters.","Prolongation du financement de Liaison Entreprise, un centre de services aux exportateurs albertains",600,8/03/2006,10/24/2003,0,0,73551,0,73551,0,73551,A,F02623   ,The Business Link Business Service Centre,Centre de services aux entreprises Liaison Entreprise  ,AB  ,Edmonton,2
2642,2,To provide access to Forintek's core research program.,Offrir un accès au programme de recherche de base de Forintek  ,600,5/25/2006,1/26/2004,0,0,37500,0,37500,0,150000,M,139659,Forintek Canada Corp.,Forintek Canada Corp.  ,BC  ,Vancouver,2
3148,1,Funding for pre-construction costs of business incubation facility.,Financement des travaux préalables à la construction d'un in cubateur d'entreprises,600,12/19/2005,1/06/2006,0,0,64676,0,64676,0,285930,A,F03662   ,Northern Alberta Business Incubator Society,Northern Alberta Business Incubator Society ,AB  ,St. Albert,1
3268,2,To support community level pilot projects for the Urban Aboriginal Strategy,Appui à des projets-pilotes communautaires réalisés dans le cadre de la Stratégie pour les Autochtones vivant en milieu urbain,600,2/03/2006,8/27/2004,0,0,1150000,0,1150000,0,1150000,A,F04423   ,Edmonton Housing Trust Fund,Edmonton Housing Trust Fund ,AB  ,Edmonton,1
3268,3,To support community level pilot projects for the Urban Aboriginal Strategy,Appui à des projets-pilotes communautaires réalisés dans le cadre de la Stratégie pour les Autochtones vivant en milieu urbain,600,9/13/2006,8/27/2004,0,0,850000,0,850000,0,850000,A,F04423   ,Edmonton Housing Trust Fund,Edmonton Housing Trust Fund ,AB  ,Edmonton,1
3345,1,To conduct research on global positioning satellite networks,Recherche sur  les réseaux de satellites du système mondial de localisation,600,1/13/2006,3/20/2006,0,0,900000,0,900000,2264963,5115158,A,101365,The Governors of the University of Calgary,Conseil des gouverneurs de l'Université de Calgary ,AB  ,Calgary,5
5781,1,Support for 2006 National Conference on Social Economy,Appui à la Conférence nationale sur l'économie sociale de 2006  ,600,1/16/2006,2/01/2006,0,0,25000,0,25000,78000,600000,B,F04923   ,Canadian Community Economic Development Network,Le Réseau canadien de développement économique de la communauté  ,BC  ,Victoria,1
5782,1,To develop an anti-racism video for schools,Production d'une vidéo sur la lutte contre le racisme destin ée aux écoles,600,1/05/2006,2/20/2006,0,0,87040,0,87040,0,124040,M,F04293   ,Ka Ni Kanichihk Inc.,Ka Ni Kanichihk Inc. ,MB  ,Winnipeg,2
5783,1,Develop a plan to address skills shortages in province of British Columbia.,Élaborer un plan pour remédier au manque de main-d'oeuvre en Colombie-Britannique.,600,7/05/2007,7/11/2007,0,0,166891,0,166891,0,254504,B,F00601   ,British Columbia Chamber of Commerce,Chambre de commerce de la Colombie-Britannique  ,BC  ,Vancouver,2
5784,1,Deliver the Aboriginal Teacher Assistant Intern project,Mettre sur pied le programme de stage pour un aide-enseignant autochtone  ,600,1/20/2006,2/20/2006,0,0,47435,0,47435,0,176091,M,F02657   ,Ma Mawi-Wi-Chi-Itata Centre Inc.,Ma Mawi-Wi-Chi-Itata Centre inc. ,MB  ,Winnipeg,1
5790,1,Conduct physiotherapist assistant training program,Exécution d'un programme de formation d'aide-physiothérapeute  ,600,1/09/2006,3/21/2006,0,0,121089,0,121089,0,242105,S,F05975   ,Keewatin Yatthe Regional Health Authority,Keewatin Yatthe Regional Health Authority ,SK  ,Buffalo Narrows,3
5794,1,To commercialize and market new environmental technologies,Commercialisation de nouvelles technologies environnementales  ,600,9/19/2006,12/19/2006,0,0,415847,0,415847,0,1586213,A,F06562   ,C3 EnviroTech Solutions,C3 EnviroTech Solutions  ,AB  ,Calgary,4
5796,1,To produce three-dimensional presentation of proposed Pipestone Creek Dinosaur Museum.,Création d'un modèle tridimensionnel du projet de Musée des dinosaures de Pipestone Creek,600,3/08/2006,3/24/2006,0,0,38240,0,38240,0,55741,A,455368,County of Grande Prairie No. 1,Comté de Grande Prairie no 1 ,AB  ,Clairmont,1
5802,1,Identify and address five sustainability issues within BC,Définir et examiner cinq questions en matière de durabilité en Colombie-Britannique,600,2/20/2006,3/14/2006,0,0,134000,0,134000,0,170000,B,464578,Fraser Basin Council Society,Fraser Basin Council Society ,BC  ,Vancouver,1
5803,1,Invest in professional designation for Women's Enterprise Initiative personnel.,Investir dans l'accréditation à une association de professionnels du personnel de l'Initiative pour les femmes entrepreneurs  ,600,12/19/2005,1/17/2006,0,0,97945,0,97945,27980,125925,B,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,3
5806,1,Support Pacific Northwest Economic Region 2006 annual summit,Soutien au sommet annuel de 2006 de la région économique du nord-ouest du Pacifique,600,6/29/2006,7/11/2006,0,0,25000,0,25000,0,254127,A,457703,Pacific Northwest Economic Region Foundation,Fondation de la région économique du Nord-Ouest du Pacifique  ,WA  ,Seattle,1
4212,1,Expand the Cranbrook Airport,Agrandissement de l'aéroport de Cranbrook  ,600,3/28/2006,4/06/2006,0,0,4500000,0,4500000,0,9496169,B,455600,The Corporation of the City of Cranbrook,The Corporation of the City of Cranbrook  ,BC  ,Cranbrook,2
4214,1,Establish the Royal Canadian Mounted Police Heritage Centre in Regina,Construction du Centre du patrimoine de la Gendarmerie royale du Canada à Regina  ,600,6/22/2006,7/07/2006,0,0,18000000,0,18000000,0,22212766,S,F02041   ,Mounted Police Heritage Centre,Centre du patrimoine de la Gendarmerie royale du Canada  ,SK  ,Regina,2
4226,1,To establish the Centre for Innovative Information Technology Solutions,Établissement du Centre for Innovative Information Technology Solutions  ,600,3/08/2006,3/27/2006,0,0,933624,0,933624,0,3386201,A,100014,The Board of Governors of the Southern Alberta Institute of Technology,Conseil des gouverneurs du Southern Alberta Institute of Technology  ,AB  ,Calgary,5
4232,1,Anmore Renewable Energy Project feasibility study,Étude de faisabilité du projet d'énergie renouvelable d'Anmore.  ,650,1/24/2007,3/08/2007,0,0,72670,0,72670,0,172670,B,F06467   ,Anmore Renewable Energy Foundation,Fondation de l'énergie renouvelable d'Anmore  ,BC  ,Anmore,2
4242,1,Development of culturally sensitive project evaluation model.,Élaboration d'un modèle d'évaluation de projet adapté aux différences culturelles,600,12/09/2005,1/12/2006,0,0,31582,0,31582,0,62880,A,F05345   ,City of Calgary,Ville de Calgary ,AB  ,Calgary,1
4431,1,Seismic Tools & Strategies For Safe & Sustainable Buildings,Instruments sismiques et stratégies pour la construction de bâtiments sécuritaires et durables  ,600,3/06/2006,3/21/2006,0,0,96029,0,96029,0,297029,B,F02206   ,Association of Professional Engineers and Geoscientists of British Columbia,Association of Professional Engineers and Geoscientists of British Columbia  ,BC  ,Burnaby,1
4578,1,Develop a Chemistry Centre of Excellence at the University of Manitoba,Mise sur pied d'un Centre d'excellence en chimie à l'Université du Manitoba  ,600,10/18/2006,11/24/2006,0,0,555000,0,555000,0,1033000,M,131755,University of Manitoba,Université du Manitoba  ,MB  ,Winnipeg,1
4623,1,Develop Alternative Energy Study and Strategy for Chi-ihl-kwa-uhk Tribe,Étude et stratégie sur l'énergie de remplacement pour la nation de Chi-ihl-kwa-uhk  ,600,1/20/2006,1/31/2006,0,0,46500,0,46500,0,60500,B,457102,Community Futures Development Corporation of Sto:lo,Société d'aide au développement des collectivités de Sto:lo ,BC  ,Chilliwack,1
4646,1,Support engineering design for runway extension of Smithers Regional Airport,Conception technique du prolongement de la piste de l'aéroport régional de Smithers  ,600,1/20/2006,2/01/2006,0,0,68808,0,68808,0,160808,B,455573,Town of Smithers,Ville de Smithers ,BC  ,Smithers,1
4680,1,Support capital improvement costs to convert existing warehouse into a training centre,Financement d'améliorations aux immobilisations visant à convertir l'entrepôt existant en centre de formation  ,600,3/01/2006,3/09/2006,0,0,850000,0,850000,0,2252512,A,F05576   ,Women Building Futures Society,Women Building Futures Society ,AB  ,Edmonton,3
4680,3,Support capital improvement costs to convert existing warehouse into a training centre,Financement d'améliorations aux immobilisations visant à convertir l'entrepôt existant en centre de formation  ,600,12/13/2007,3/09/2006,0,0,1312685,0,1312685,0,2849286,A,F05576   ,Women Building Futures Society,Women Building Futures Society ,AB  ,Edmonton,1
4680,2,Support capital improvement costs to convert existing warehouse into a training centre,Financement d'améliorations aux immobilisations visant à convertir l'entrepôt existant en centre de formation  ,600,12/15/2006,3/09/2006,0,0,331292,0,331292,0,679145,A,F05576   ,Women Building Futures Society,Women Building Futures Society ,AB  ,Edmonton,1
4696,1,Support convention centre market throughout British Columbia,Appui au marché des centres de congrès en Colombie-Britannique  ,600,3/08/2006,3/10/2006,0,0,230000,0,230000,0,275015,B,80903,City of Victoria,Ville de Victoria ,BC  ,Victoria,2
4703,1,Funding for Phase Two of restoration to Medicine Hat Clay Industries,Financement de la phase 2 du projet de restauration des indu ,600,12/19/2005,1/18/2006,0,0,600000,0,600000,0,1964404,A,101241,Friends of Medalta Society,Friends of Medalta Society ,AB  ,Medicine Hat,4
4808,2,Extend funding for oil sand sector job placement initiative,Reporter le financement pour une initiative de placement dans le secteur des sables bitumineux.  ,600,1/26/2007,8/05/2005,0,0,80782,0,80782,0,80782,S,465701,Aboriginal Human Resource Development Council of Canada Inc.,Aboriginal Human Resource Development Council of Canada inc.  ,SK  ,Saskatoon,1
4833,1,Deliver eight skills training programs in northern Saskatchewan,Mettre en oeuvre huit programmes de formation professionnelle dans le Nord de la Saskatchewan  ,600,9/28/2006,10/20/2006,0,0,683167,0,683167,0,937215,S,463487,Northlands College,Collège Northlands  ,SK  ,Air Ronge,2
4871,1,Business Plan to revitalize the commercial and heritage district of Maillardville,Plan d'activités visant à revitaliser le district commercial et patrimonial de Maillardville,600,3/08/2006,3/28/2006,0,0,320000,0,320000,0,365000,B,455598,City of Coquitlam,Ville de Coquitlam ,BC  ,Coquitlam,3
4876,1,Develop First Nations shellfish aquaculture industry along BC's north and central coasts,Développer l'industrie des mollusques et des crustacés des Premières nations le long des côtes du Nord et du centre de la C.-B.,600,1/17/2006,2/07/2006,0,0,231980,0,231980,401664,1276003,B,F05639   ,Turning Point Initiative Society,Turning Point Initiative Society ,BC  ,Vancouver,4
5019,1,Support Alberta Business Awards of Distinction Export Award from 2006 to 2008,Appui aux Prix de distinction des entreprises albertaines de 2006 à 2008,600,3/29/2006,3/29/2006,0,0,37500,0,37500,0,147306,A,443171,Alberta Chambers of Commerce,Chambre de commerce de l'Alberta ,AB  ,Edmonton,3
5055,1,Support for the Alberta Emerald Awards (2005-2008),Appui aux Prix Émeraude de l'Alberta (2005-2008) ,600,11/03/2005,3/27/2006,0,0,30000,0,30000,0,600000,A,F00267   ,Alberta Emerald Foundation for Environmental Excellence,Fondation Émeraude de l'Alberta pour l'excellence en environnement  ,AB  ,Edmonton,3
5078,1,To provide high definition television production training in 2006,Projet de formation sur la télévision haute définition en 20 06,600,1/06/2006,3/02/2006,0,0,85846,0,85846,0,389101,A,463111,Alberta Motion Picture Industries Association,Alberta Motion Picture Industries Association ,AB  ,Edmonton,1
5164,1,To provide household goods and furniture to women and children,Fournir des objets ménagers et des meubles à des femmes et à des enfants,600,8/17/2006,8/23/2006,0,0,123630,0,123630,0,227070,M,F04560   ,Oyate Tipi Cumini Yape Inc.,Oyate Tipi Cumini Yape inc.  ,MB  ,Winnipeg,1
5308,7,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,2/24/2015,2/01/2006,0,0,2925000,0,2925000,0,2925000,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,4
5308,2,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/26/2010,2/01/2006,0,0,973733,0,973733,0,973733,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,1
5308,6,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/10/2014,2/01/2006,0,0,975000,0,975000,0,975000,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,2
5308,4,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,1/19/2012,2/01/2006,0,0,975000,0,975000,0,975000,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,1
5308,3,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/23/2011,2/01/2006,0,0,976267,0,976267,0,976267,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,1
5308,1,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,10/17/2005,2/01/2006,0,0,4887507,0,4887507,0,4887507,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,5
5308,5,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/07/2013,2/01/2006,0,0,975000,0,975000,0,975000,S,456200,Women Entrepreneurs of Saskatchewan Inc.,Women Entrepreneurs of Saskatchewan Inc. ,SK  ,Saskatoon,2
5311,7,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/05/2015,3/06/2006,0,0,545000,0,545000,0,545000,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,2
5311,6,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/10/2014,3/06/2006,0,0,545000,0,545000,0,545000,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,2
5311,5,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/07/2013,3/06/2006,0,0,555280,0,555280,0,555280,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,1
5311,3,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/24/2011,3/06/2006,0,0,545000,0,545000,0,545000,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,1
5311,1,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,11/24/2005,3/06/2006,0,0,2693381,0,2693381,0,2693381,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,5
5311,2,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/26/2010,3/06/2006,0,0,545000,0,545000,0,545000,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,1
5311,4,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,1/19/2012,3/06/2006,0,0,534720,0,534720,0,534720,S,458831,Conseil de la Cooperation de la Saskatchewan Limited,Conseil de la coopération de la Saskatchewan limitée ,SK  ,Regina,1
5315,1,To develop promotional and marketing campaign to increase tourism from Quebec to Alberta,Campagne publicitaire et de marketing pour stimuler le tourisme en provenance du Québec  ,600,3/02/2006,3/07/2006,0,0,40000,0,40000,0,101149,A,F03963   ,La Chambre économique de l'Alberta,La Chambre économique de l'Alberta ,AB  ,Edmonton,1
5362,1,Support new engineering and technology facilities,Appui aux nouvelles installations de génie et de technologie ,600,1/13/2006,1/29/2006,0,0,675000,0,675000,0,1500000,B,465485,Genome British Columbia,Génome Colombie-Britannique ,BC  ,Vancouver,2
5375,6,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,2/06/2014,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,2
5375,3,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,3/25/2011,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,1
5375,2,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,3/23/2010,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,1
5375,7,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,3/05/2015,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,2
5375,5,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,3/07/2013,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,1
5375,4,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises  ,400,1/19/2012,11/25/2005,0,0,545000,0,545000,0,545000,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,1
5378,1,Engage in consultation process on current and emerging port technology,Entreprendre un processus de consultation sur les technologies portuaires actuelles et nouvelles  ,600,3/29/2006,4/05/2006,0,0,57398,0,57398,10000,92398,B,F05067   ,University of Victoria Innovation and Development Corporation,Innovation and Development Corporation de l'Université de Victoria  ,BC  ,Victoria,1
5404,1,Enhance museum exhibits to attract new tourists,Améliorer les expositions du Musée pour attirer de nouveaux touristes,600,3/13/2006,4/03/2006,0,0,140000,0,140000,0,228000,B,455919,Friends of the Royal British Columbia Museum Foundation,Friends of the Royal British Columbia Museum Foundation  ,BC  ,Victoria,1
5405,1,Support for community youth development projects,Soutien de projets communautaires de développement des jeunes  ,600,1/13/2006,1/30/2006,0,0,26000,0,26000,10000,40000,B,457416,Community Futures Development Association of B.C.,Association des sociétés d'aide au développement des collectivités de la C.-B.  ,BC  ,Mission,1
5479,1,Build a Discovery Education Centre in Stanley Park,Construction d'un centre de découverte et d'éducation au parc Stanley  ,600,3/08/2006,3/20/2006,0,0,1000000,0,1000000,0,2087500,B,F02651   ,Vancouver Aquarium Marine Science Centre,Centre des sciences marines de l'Aquarium de Vancouver ,BC  ,Vancouver,1
5480,1,Expand content for French language resource library and improve online access,Accroître le contenu du centre de documentation francophone ,600,11/24/2005,1/09/2006,0,0,572000,0,572000,0,648750,S,F05805   ,Service Fransaskois de formation aux adultes Inc.,Service fransaskois de formation aux adultes Inc. ,SK  ,Gravelbourg,2
5482,1,"To support imagineCalgary, a long term urban sustainablity plan.","Appui au projet imagineCalgary, un plan de durabilité urbaine à long terme  ",600,11/24/2005,1/05/2006,0,0,200000,0,200000,0,1590395,A,F05345   ,City of Calgary,Ville de Calgary ,AB  ,Calgary,2
5488,1,Develop business improvement and marketing program,Élaboration d'un plan d'amélioration des affaires et de marketing  ,610,5/11/2006,5/26/2006,0,0,140864,0,140864,0,463364,B,465595,British Columbia Lodging and Campgrounds Association,British Columbia Lodging and Campgrounds Association  ,BC  ,Port Moody,2
5499,1,BC-based pilot to develop a new Green Fleet Certification System for vehicle fleets,Élaboration d'un système de certification des véhicules verts pour les parcs de véhicules de la C.-B.  ,600,2/09/2006,3/07/2006,0,0,150000,0,150000,0,225000,B,464578,Fraser Basin Council Society,Fraser Basin Council Society ,BC  ,Vancouver,1
5533,1,To support urban aboriginal community dialogue sessions in Edmonton.,Appui à des séances de discussion avec les Autochtones vivant en milieu urbain à Edmonton  ,600,12/30/2005,1/05/2006,0,0,81219,0,81219,0,705190,A,F06046   ,City of Edmonton,Ville d'Edmonton ,AB  ,Edmonton,1
5535,1,To support a science internship program in Alberta,Programme de stages en sciences en Alberta ,600,11/28/2005,1/23/2006,0,0,148750,0,148750,0,806112,A,F03413   ,Mathematics of Information Technology and Complex Systems Inc.,Mathematics of Information Technology and Complex Systems Inc.  ,BC  ,Vancouver,4
5536,1,"To support programs that enhance technology commercialization, networking and innovation",Appui à des programmes visant à stimuler la commercialisation ,600,1/09/2006,1/19/2006,0,0,925794,0,925794,500000,2702458,A,463880,Westlink Innovation Network Ltd.,Westlink Innovation Network Ltd. ,AB  ,Calgary,4
5541,1,Support the second phase of  the Centre for Aquatic Health Sciences,Appui à la deuxième phase du projet du Centre for Aquatic Health Sciences  ,600,11/25/2005,1/03/2006,0,0,1200000,0,1200000,0,1200000,B,F03656   ,Centre for Aquatic Health Sciences Society,Centre for Aquatic Health Sciences Society ,BC  ,Campbell River,3
5542,1,Support for the 2006 - 2008 Alberta Science and Technology Leadership Awards Gala,Appui au Gala 2006-2008 des Alberta Science and Technology Leadership Awards  ,600,4/21/2006,5/16/2006,0,0,36000,0,36000,0,575057,A,459768,Alberta Science and Technology Leadership Foundation,Alberta Science and Technology Leadership Foundation  ,AB  ,Calgary,3
5547,1,Coordinate and conduct a British Columbia Aboriginal Strategy,Coordonner et diriger une stratégie pour les Autochtones de la Colombie-Britannique  ,600,3/01/2006,3/17/2006,0,0,54241,0,54241,0,54241,B,457416,Community Futures Development Association of B.C.,Association des sociétés d'aide au développement des collectivités de la C.-B.  ,BC  ,Mission,3
5610,1,To recruit and build capacity for long-term integrated planning and sustainability,Recrutement et renforcement des capacités en matière de planification intégrée à long terme et de durabilité  ,600,3/01/2006,3/13/2006,0,0,421267,0,421267,701865,1268362,B,F01572   ,Sustainable Cities Foundation,Fondation des villes durables ,BC  ,Vancouver,4
5612,1,Construct 7 Canadian Light Source beamlines for industrial and commercial applications,Construction de sept sources de rayonnement destinées à des applications industrielles et commerciales,600,3/01/2006,5/17/2006,0,0,5000000,0,5000000,17808689,38009599,S,464610,Canadian Light Source Inc.,Centre canadien de rayonnement synchrotron inc. ,SK  ,Saskatoon,5
5613,1,Provide business support services to the Latin community  in British Columbia,Offre de services de soutien aux entreprises de la communauté latino-américaine de la C.-B.  ,650,2/09/2006,3/09/2006,0,0,32000,0,32000,0,90000,B,F05862   ,New Day Education Society,New Day Education Society ,BC  ,North Vancouver,3
5614,1,An All Terrain Cabin  to showcase Canadian products to international markets,"Habitation ""tout terrain"" destinée à faire connaître les pro duits canadiens sur les marchés internationaux",600,1/05/2006,2/01/2006,0,0,164991,0,164991,9150,232382,B,F04786   ,BARK Design Collective,BARK Design Collective ,BC  ,Vancouver,2
5621,1,To develop and implement environmental technologies in the oil and gas industry,Favoriser la mise au point et l'adoption de technologies environnementales dans l'industrie pétrolière et gazière  ,600,3/28/2006,4/13/2006,0,0,965017,0,965017,133478,1787068,A,F01612   ,PTAC Petroleum Technology Alliance Canada,Petroleum Technology Alliance Canada (PTAC)  ,AB  ,Calgary,4
5639,8,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,2/24/2015,3/07/2006,0,0,2925000,0,2925000,0,2925000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,4
5639,5,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,1/19/2012,3/07/2006,0,0,975000,0,975000,0,975000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,1
5639,4,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,3/09/2011,3/07/2006,0,0,975000,0,975000,0,975000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,1
5639,3,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,3/05/2010,3/07/2006,0,0,975000,0,975000,0,975000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,1
5639,1,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,11/24/2005,3/07/2006,0,0,3655463,0,3655463,0,3655463,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,5
5639,7,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,2/06/2014,3/07/2006,0,0,975000,0,975000,0,975000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,2
5639,6,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME ,400,3/07/2013,3/07/2006,0,0,975000,0,975000,0,975000,A,456094,Alberta Women Entrepreneurs Association,Alberta Women Entrepreneurs Association ,AB  ,Edmonton,1
5644,5,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,1/19/2012,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,1
5644,7,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,2/06/2014,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,2
5644,1,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,11/24/2005,2/24/2006,0,0,2725000,0,2725000,0,2725000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,5
5644,8,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,2/24/2015,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,2
5644,6,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/07/2013,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,1
