prj_cd,prd_cd,proj_dsc,proj_dsc_fr,fin_sta,contract_app_dt,off_acc_dt,cond_rep_amt,grant_amt,non_rep_amt,uncond_rep_amt,wd_assistance,oth_fed_amt,prj_costs,region,sup_cd,cln_lnm,cln_lnm_fr,prov_cd,sup_city,multiyrfund
8326,1,Resurface the Smithers Secondary School Running Track,Remplacer le revêtement de la piste d'athlétisme de l'école secondaire de Smithers  ,600,8/19/2009,9/04/2009,0,0,26628,0,26628,0,79886,B,F08465   ,The Board of Education of School District 54 (Bulkley Valley),Commission scolaire du district scolaire no 54 (Bulkley Valley)  ,BC  ,Smithers,1
8327,1,Reconstruct the 1967 Centennial Building,"Reconstruire l'immeuble Centennial, qui date de 1967  ",600,12/08/2009,12/30/2009,0,0,950000,0,950000,0,3287976,B,455585,Town of Comox,Municipalité de Comox  ,BC  ,Comox,2
8330,1,Extend outdoor ice rink and erect light-weight shell,Agrandir la patinoire extérieure et construire un abri léger  ,600,8/10/2009,8/31/2009,0,0,52789,0,52789,0,158263,B,F08463   ,Blue River Community Association,Association communautaire de Blue River  ,BC  ,Blue River,1
8331,1,Upgrade baseball field and multi-purpose recreational facility,Moderniser une installation récréative polyvalente et un terrain de balle  ,600,8/19/2009,9/15/2009,0,0,40959,0,40959,0,122848,B,F08464   ,Roe Lake and District Recreation Commission,Commission des loisirs de Roe Lake et du district  ,BC  ,Lone Butte,3
8332,1,Repair the roof and sport facilities of the Saanich Commonwealth Centre,Réparer le toit et les installations sportives du centre du Commonwealth de Saanich  ,600,11/03/2009,11/17/2009,0,0,577963,0,577963,0,1208588,B,455565,The Corporation of the District of Saanich,Cité de Saanich  ,BC  ,Victoria,2
8334,1,Expand the University of British Columbia's Tennis Centre,Agrandissement du centre de tennis de l'Université de la Colombie-Britannique  ,600,11/15/2009,1/14/2010,0,0,1000000,0,1000000,0,5199999,B,434829,The University of British Columbia,Université de la Colombie-Britannique ,BC  ,Vancouver,1
8335,1,Upgrade recreation facilities at Centennial Park,Moderniser les installations récréatives du parc Centennial  ,600,8/19/2009,10/02/2009,0,0,50000,0,50000,0,195200,B,455553,City of Revelstoke,Ville de Revelstoke  ,BC  ,Revelstoke,1
8337,1,Construct an outdoor ice rink,Construction d'une patinoire extérieure  ,600,10/28/2009,11/09/2009,0,0,96748,0,96748,0,193496,B,F08510   ,Toosey Indian Band,Bande indienne Toosey  ,BC  ,Riske Creek,1
8340,1,Upgrade Eddie Mountain Memorial Arena,Rénover l'aréna Eddie Mountain Memorial  ,600,1/15/2010,2/12/2010,0,0,91360,0,91360,0,670754,B,455909,Regional District of East Kootenay,District régional d'East Kootenay  ,BC  ,Cranbrook,1
8342,1,Juan de Fuca 55+ Activity Centre expansion,Agrandir le centre d'activités des aînés de 55 ans et plus Juan de Fuca  ,600,8/07/2009,8/11/2009,0,0,645000,0,645000,0,1290000,B,F08501   ,West Shore Parks and Recreation Society,West Shore Parks and Recreation Society  ,BC  ,Victoria,2
8343,1,Energy retrofit for the Fernie Aquatic Centre,Améliorer le rendement énergétique du centre aquatique de Fernie  ,600,11/15/2009,12/18/2009,0,0,189013,0,189013,0,592254,B,455601,Corporation of the City of Fernie,Ville de Fernie  ,BC  ,Fernie,2
8344,1,Construct a community athletic track and sportsfield,Aménager une piste d'athlétisme et un terrain de sport communautaires  ,600,10/28/2009,1/25/2010,0,0,656800,0,656800,0,2121566,B,455882,City of Powell River,Ville de Powell River  ,BC  ,Powell River,2
8350,1,Upgrade the pool facility at Strathcona Gardens Recreation Complex,Moderniser la piscine du centre de loisirs Strathcona Gardens  ,600,11/05/2009,1/07/2010,0,0,388333,0,388333,0,1224640,B,F08515   ,Strathcona Regional District,District régional de Strathcona  ,BC  ,Campbell River,1
8350,2,Upgrade the pool facility at Strathcona Gardens Recreation Complex,Moderniser la piscine du centre de loisirs Strathcona Gardens  ,600,1/01/2012,1/07/2010,0,0,51904,0,51904,0,168970,B,F08515   ,Strathcona Regional District,District régional de Strathcona  ,BC  ,Campbell River,
8351,1,Renovate soccer field,Réaménager le terrain de soccer  ,600,11/03/2009,11/13/2009,0,0,58288,0,58288,0,171435,B,F05057   ,The Board of Education of School District No. 36 (Surrey),Conseil scolaire de l'arrondissement scolaire no 36 (Surrey)  ,BC  ,Surrey,1
8354,1,Enhance Gellatly Bay recreation corridor,Améliorer le corridor récréatif de Gellatly Bay  ,600,9/30/2009,10/26/2009,0,0,163000,0,163000,0,512608,B,F08423   ,City of West Kelowna,District de West Kelowna  ,BC  ,West Kelowna,2
8355,2,Renovate and expand two multi-purpose recreational and activity facilities,Rénover et agrandir deux installations de loisirs et d'activités polyvalentes  ,600,12/09/2010,11/13/2009,0,0,94167,0,94167,0,338645,B,F08493   ,Young Men's Christian Association of Greater Vancouver,The Young Men's Christian Association of Greater Vancouver  ,BC  ,Vancouver,1
8355,1,Renovate and expand two multi-purpose recreational and activity facilities,Rénover et agrandir deux installations de loisirs et d'activités polyvalentes  ,600,10/28/2009,11/13/2009,0,0,779890,0,779890,0,2070507,B,F08493   ,Young Men's Christian Association of Greater Vancouver,The Young Men's Christian Association of Greater Vancouver  ,BC  ,Vancouver,2
8356,1,Resurface the Haley Park Track,Refaire le revêtement de la piste du parc Haley  ,600,10/28/2009,11/16/2009,0,0,82610,0,82610,0,250334,B,455610,The Corporation of the City of Trail,Municipalité de Trail  ,BC  ,Trail,2
8359,1,Rehabilitate the recreation centre and community pool,Remettre en état le centre de loisirs et la piscine communautaire  ,600,9/17/2009,10/07/2009,0,0,255487,0,255487,0,766464,B,F08217   ,Lax Kw'alaams Band,Bande Lax Kw'alaams  ,BC  ,Port Simpson,2
8361,1,Trail Memorial Centre elevator project,Projet d'élévateur pour le centre Trail Memorial  ,600,11/05/2009,12/11/2009,0,0,60175,0,60175,0,182347,B,455610,The Corporation of the City of Trail,Municipalité de Trail  ,BC  ,Trail,1
8362,1,Upgrade the Juan de Fuca Recreation Centre,Moderniser le centre de loisirs Juan de Fuca  ,600,12/17/2009,1/05/2010,0,0,724900,0,724900,0,2174700,B,F08501   ,West Shore Parks and Recreation Society,West Shore Parks and Recreation Society  ,BC  ,Victoria,3
8365,1,Replace the roof of the Sparwood Leisure Centre,Remplacer le toit du centre de loisirs de Sparwood  ,600,7/02/2009,7/27/2009,0,0,70000,0,70000,0,210000,B,455883,District of Sparwood,District de Sparwood  ,BC  ,Sparwood,1
8367,1,Upgrade an outdoor basketball arena,Améliorer un stade de basket-ball en plein air  ,600,10/29/2009,12/15/2009,0,0,46508,0,46508,0,138054,B,F07487   ,Seton Lake Band,Bande Seton Lake  ,BC  ,Shalalth,2
8370,1,Renovate gym and create recreation space at Kensington Prairie Community Centre,Rénover le gymnase et créer une aire de loisirs au centre communautaire de Kensington Prairie  ,600,11/16/2009,11/30/2009,0,0,200000,0,200000,0,1385480,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,1
8372,1,Install an artificial turf field and support building at Hjorth Road Park,Aménager un terrain en gazon artificiel et un bâtiment de soutien au parc de Hjorth Roa  ,600,9/17/2009,10/19/2009,0,0,654400,0,654400,0,2034392,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,2
8374,1,Renovate and upgrade Newton Recreation Centre,Rénover et moderniser le centre de loisirs Newton  ,600,7/07/2009,8/07/2009,0,0,133333,0,133333,0,407640,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,1
8375,1,Upgrade the Cloverdale Arena and Cloverdale Curling Rink,Moderniser l'aréna et la piste de curling de Cloverdale  ,600,10/27/2009,11/09/2009,0,0,41660,0,41660,0,180665,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,2
8376,1,Reconstruct tennis courts at Greenaway Park.,Réaménager les terrains de tennis du parc Greenaway  ,600,10/09/2009,10/21/2009,0,0,66667,0,66667,0,217425,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,2
8377,1,Construct Newton Athletic Park artificial turf field,Aménager un terrain en gazon artificiel au parc d'athlétisme Newton  ,600,10/20/2009,11/04/2009,0,0,646667,0,646667,0,3171830,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,2
8378,1,Build a covered outdoor park at Chuck Bailey Recreation Centre,Construire un parc extérieur couvert au centre de loisirs Chuck Bailey  ,600,11/16/2009,11/30/2009,0,0,486585,0,486585,0,1546272,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,3
8379,1,Retrofit the Lodge Dining Hall and Sanford Hall at Kwomais Point Park,Réaménager le Lodge Dining Hall  et le Sanford Hall au parc Kwomais Point,600,9/11/2009,9/21/2009,0,0,82500,0,82500,0,574640,B,455862,City of Surrey,Ville de Surrey  ,BC  ,Surrey,1
8380,1,Infrastructure expansion for the Vancouver YWCA Health and Fitness Facility,Agrandir le centre de santé et de mise en forme du YWCA de Vancouver  ,600,8/19/2009,8/26/2009,0,0,463830,0,463830,0,1401258,B,F06085   ,"Young Women's Christian Association, of Vancouver",Young Women's Christian Association  ,BC  ,Vancouver,2
8384,1,"Establish an outdoor tourism destination area with boat launch, walking bridge and trails","Aménager une aire touristique extérieure dotée d'une rampe de mise à l'eau, d'un pont pour les randonneurs et de sentiers  ",600,8/19/2009,9/04/2009,0,0,940400,0,940400,0,1072400,S,456363,Town of Hudson Bay,Municipalité de Hudson Bay  ,SK  ,Hudson Bay,2
8386,2,Develop campsite and enhance amenities at La Crete Ferry Campground,Aménager l'emplacement et améliorer les équipements au terrain de camping de La Crete Ferry  ,600,3/02/2011,4/21/2010,0,0,70814,0,70814,0,110963,A,F08516   ,La Crete Ferry Campground Society,La Crete Ferry Campground Society  ,AB  ,Buffalo Head Prairie,1
8386,1,Develop campsite and enhance amenities at La Crete Ferry Campground,Aménager l'emplacement et améliorer les équipements au terrain de camping de La Crete Ferry  ,600,3/15/2010,4/21/2010,0,0,117676,0,117676,0,180476,A,F08516   ,La Crete Ferry Campground Society,La Crete Ferry Campground Society  ,AB  ,Buffalo Head Prairie,1
8392,1,Replacement of the entire ice plant building and the mechanical equipment contained in it,Remplacer la fabrique de glace et tout l'équipement mécanique qu'elle contient  ,600,6/05/2009,6/26/2009,0,0,373296,0,373296,0,1035554,M,454764,Town of Carberry,Ville de Carberry  ,MB  ,Carberry,2
8393,1,Expand trail system in Winkler,Prolongement du réseau de sentiers à Winkler  ,600,10/27/2009,11/10/2009,0,0,115062,0,115062,0,345326,M,454821,City of Winkler,Municipalité de Winkler  ,MB  ,Winkler,1
8399,1,Renovate YMCA downtown sports facility,Rénover les installations sportives du YMCA du centre-ville  ,600,10/13/2009,11/02/2009,0,0,300000,0,300000,0,1928750,S,F08407   ,Young Men's Christian Association of Regina,Young Men's Christian Association of Regina  ,SK  ,Regina,2
8402,1,Perform upgrades to arena to allow for year-round use,Apporter des améliorations au centre sportif pour en permettre l'utilisation à l'année  ,600,8/19/2009,9/04/2009,0,0,120692,0,120692,0,400043,S,456990,Town of Whitewood,Municipalité de Whitewood  ,SK  ,Whitewood,1
8405,1,Renovate Watrous Centennial Arena,Rénover l'aréna Centennial à Watrous  ,600,9/30/2009,11/20/2009,0,0,53333,0,53333,0,160190,S,455936,Town of Watrous,Municipalité de Watrous  ,SK  ,Watrous,1
8406,1,Develop a linear park with fitness trails,Aménager un parc linéaire doté d'un vitaparcours  ,600,7/28/2009,8/28/2009,0,0,264280,0,264280,0,1207506,S,455191,Town of Warman,Municipalité de Warman  ,SK  ,Warman,3
8407,1,Support maintenance and new construction of trails in the Bridal Falls area.,Soutenir les travaux d'entretien et d'aménagement de sentiers dans la région de Bridal Falls  ,600,11/15/2009,1/08/2010,0,0,38088,0,38088,0,112024,B,F08522   ,Popkum Indian Band,Bande indienne de Popkum  ,BC  ,Surrey,1
8409,1,Centennial Park redevelopment,Réaménager le parc Centennial  ,600,7/28/2009,8/24/2009,0,0,471000,0,471000,0,971000,B,455858,City of Duncan,Municipalité de Duncan  ,BC  ,Duncan,2
8410,1,Upgrade the Wakamow River Valley trail system,Améliorer le réseau de sentiers de la vallée de la rivière Wakamow  ,600,10/20/2009,11/09/2009,0,0,314624,0,314624,0,925898,S,F08399   ,Wakamow Valley Authority,Wakamow Valley Authority  ,SK  ,Moose Jaw,3
8413,1,Renovate Pitt Meadows Arena,Rénover l'aréna de Pitt Meadows  ,600,8/19/2009,10/08/2009,0,0,1000000,0,1000000,0,7965697,B,455618,City of Pitt Meadows,Municipalité de Pitt Meadows  ,BC  ,Pitt Meadows,2
8417,1,Renovate curling club,Rénover le club de curling  ,600,12/17/2009,1/11/2010,0,0,52115,0,52115,0,152040,M,F08408   ,Fort Rouge Curling Club Inc.,Fort Rouge Curling Club Inc.  ,MB  ,Winnipeg,1
8425,1,Renovate Pan Am Pool building,Rénover le bâtiment de la piscine Pan Am  ,600,12/21/2009,1/22/2010,0,0,632611,0,632611,0,2306208,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,3
8426,1,"Renovate Norquay Community Centre playground equipment, pathway and lighting","Rénover le terrain de jeu, le sentier et le système d'éclairage du centre communautaire Norqay  ",600,7/30/2009,9/09/2009,0,0,25000,0,25000,0,134549,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,1
8427,1,Replace old playground equipment with new structures throughout Winnipeg,Remplacer le vieux matériel de terrain de jeux par de nouvelles structures dans l'ensemble de Winnipeg  ,600,12/21/2009,1/21/2010,0,0,845724,0,845724,0,2487424,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,2
8431,2,Develop infill irrigation infrastructure capacity near Riverhurst and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Riverhurst et dans les environs  ,600,12/10/2009,7/07/2009,0,0,270000,0,270000,0,300000,S,F08541   ,Riverhurst Irrigation District Inc.,Riverhurst Irrigation District Inc.  ,SK  ,Riverhurst,1
8431,1,Develop infill irrigation infrastructure capacity near Riverhurst and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Riverhurst et dans les environs  ,600,6/17/2009,7/07/2009,0,0,1440000,0,1440000,0,1600000,S,F08541   ,Riverhurst Irrigation District Inc.,Riverhurst Irrigation District Inc.  ,SK  ,Riverhurst,2
8432,2,Develop infill irrigation infrastructure capacity near Outlook and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Outlook et dans les environs  ,600,12/17/2009,7/07/2009,0,0,270000,0,270000,0,300000,S,F08542   ,"South Saskatchewan River Irrigation District No. 1, Inc.","South Saskatchewan River Irrigation District No. 1, Inc.  ",SK  ,Outlook,1
8432,1,Develop infill irrigation infrastructure capacity near Outlook and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Outlook et dans les environs  ,600,6/17/2009,7/07/2009,0,0,1440000,0,1440000,0,1600000,S,F08542   ,"South Saskatchewan River Irrigation District No. 1, Inc.","South Saskatchewan River Irrigation District No. 1, Inc.  ",SK  ,Outlook,2
8433,1,Upgrade the Community Arena,Rénover l'aréna communautaire  ,600,10/05/2009,11/03/2009,0,0,37500,0,37500,0,112000,M,F08533   ,Oak River Community Association,Association communautaire d'Oak River  ,MB  ,Oak River,1
8434,1,Develop infill irrigation infrastructure capacity near Birsay and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Birsay et dans les environs  ,600,6/17/2009,7/14/2009,0,0,1890000,0,1890000,0,2100000,S,F08551   ,"Luck Lake Irrigation District, Inc.","Luck Lake Irrigation District, Inc.  ",SK  ,Birsay,2
8434,2,Develop infill irrigation infrastructure capacity near Birsay and surrounding area,Renforcer la capacité d'irrigation de l'infrastructure intercalaire en place à Birsay et dans les environs  ,600,12/10/2009,7/14/2009,0,0,270000,0,270000,0,300000,S,F08551   ,"Luck Lake Irrigation District, Inc.","Luck Lake Irrigation District, Inc.  ",SK  ,Birsay,2
8440,1,Upgrade the outdoor track and football and soccer fields,Améliorer la piste de course extérieure et les terrains de football et de soccer,600,6/29/2009,7/23/2009,0,0,122220,0,122220,0,345048,M,F08552   ,Elmwood High School,École secondaire d'Elmwood  ,MB  ,Winnipeg,1
8447,1,Renovate the North Winnipeg Nomads clubhouse,Rénover le pavillon-club des Nomads de North Winnipeg  ,600,10/20/2009,11/03/2009,0,0,180500,0,180500,0,515000,M,F08411   ,North Winnipeg Nomads Football Club Inc.,North Winnipeg Nomads Football Club Inc.  ,MB  ,Winnipeg,1
8448,1,Construct football and soccer fields,Aménager des terrains de football et de soccer  ,600,1/18/2010,2/10/2010,0,0,28437,0,28437,0,121580,M,454821,City of Winkler,Municipalité de Winkler  ,MB  ,Winkler,1
8453,1,"Upgrade structure, mechanical equipment and accessibility to the pool and natatorium","Moderniser la structure et l'équipement mécanique de la piscine et du natatorium, et améliorer l'accès à ceux-ci  ",600,6/05/2009,7/22/2009,0,0,198500,0,198500,0,587033,S,455527,City of Moose Jaw,Ville de Moose Jaw  ,SK  ,Moose Jaw,2
8454,1,Upgrade curling rink insulation and improve wheelchair accessibility to arena washrooms,Améliorer l'isolation de la piste de curling et faciliter l'accès en fauteuil roulant aux toilettes de l'aréna  ,600,6/05/2009,7/23/2009,0,0,25250,0,25250,0,82590,S,456974,Village of Maryfield,Village de Maryfield  ,SK  ,Maryfield,1
8455,1,Install spray park at the Aquatic Centre,Installer un parc à jets d'eau au centre aquatique  ,600,8/19/2009,8/31/2009,0,0,95000,0,95000,0,283567,S,455188,City of Meadow Lake,Municipalité de Meadow Lake  ,SK  ,Meadow Lake,2
8456,1,Upgrade Arena with geothermal system,Remplacer les systèmes de chauffage et de réfrigération par un système géothermique et améliorer l'éclairage,600,6/05/2009,7/06/2009,0,0,239003,0,239003,0,723402,S,455532,Town of Kamsack,Municipalité de Kamsack  ,SK  ,Kamsack,1
8460,2,Expand markets for farmed BC shellfish products and increase producer productivity,Élargir les marchés pour l'industrie de la conchyliculture en C.-B. et améliorer la productivité des conchyliculteurs  ,600,9/29/2010,8/27/2009,0,0,43335,0,43335,0,43335,B,458819,British Columbia Shellfish Growers Association,British Columbia Shellfish Growers Association  ,BC  ,Comox,1
8460,1,Expand markets for farmed BC shellfish products and increase producer productivity,Élargir les marchés pour l'industrie de la conchyliculture en C.-B. et améliorer la productivité des conchyliculteurs  ,600,8/19/2009,8/27/2009,0,0,150000,0,150000,54150,254104,B,458819,British Columbia Shellfish Growers Association,British Columbia Shellfish Growers Association  ,BC  ,Comox,2
8468,1,"Replace fire suppression system, lights, observation glass and insulation in Sportex Arena","Remplacer le système d'extinction d'incendie, les luminaires et la vitre de l'aire d'observation, et isoler l'aréna Sportex  ",600,6/05/2009,7/02/2009,0,0,88325,0,88325,0,278554,S,104079,Northern Town of Creighton,Village nordique de Creighton  ,SK  ,Creighton,2
8469,1,Improve sports field,Améliorer le terrain de sport ainsi que la piste de marche et de jogging,600,6/05/2009,7/15/2009,0,0,32729,0,32729,0,96263,S,455976,Rural Municipality of Estevan No.5,MR d'Estevan (no 5)  ,SK  ,Estevan,1
8470,1,Replace the surface of the swimming pool and install solar heating panels,Refaire la surface de la piscine et installer des panneaux de chauffage solaire,600,6/05/2009,7/06/2009,0,0,42973,0,42973,0,126741,S,455709,Town of Ituna,Municipalité d'Ituna  ,SK  ,Ituna,3
8472,1,Renovate airport facilities to meet the demand for services from the mining sector,Rénover les installations aéroportuaires afin de répondre à la demande de services du secteur minier,600,6/26/2009,7/21/2009,0,0,854682,0,854682,0,989633,S,455284,City of Prince Albert,Municipalité de Prince Albert  ,SK  ,Prince Albert,2
8473,1,Upgrade arena and construct addition to create an all-in-one recreational facility,Rénover l'aréna et construire une annexe pour des installations récréatives polyvalentes  ,600,6/05/2009,9/16/2009,0,0,156666,0,156666,0,472247,S,456876,Village of Zenon Park,Village de Zenon Park  ,SK  ,Zenon Park,2
8474,1,Improvements to the Steinbach tennis court facility.,Rénover le court de tennis de Steinbach  ,600,6/05/2009,6/18/2009,0,0,50000,0,50000,0,141190,M,F08538   ,City of Steinbach,Ville de Steinbach  ,MB  ,Steinbach,1
8477,1,Expand the campground and enhance amenities at Zama Community Park,Agrandir le terrain de camping et améliorer les équipements au parc communautaire Zama  ,600,3/12/2010,5/10/2010,0,0,246180,0,246180,0,332675,A,F09098   ,Mackenzie County,Comté de Mackenzie  ,AB  ,Fort Vermilion,1
8478,1,"Renovate arena including roof, ceiling and the ice plant room","Rénover l'aréna, y compris le toit, le plafond et la salle de fabrication de glace artificielle",600,6/05/2009,7/15/2009,0,0,45766,0,45766,0,139435,S,456418,Town of Balcarres,Municipalité de Balcarres  ,SK  ,Balcarres,1
8479,1,"Rehabilitate arena by replacing boards and bleachers, and installing a cement floor","Rénover l'aréna en remplaçant les bandes et les gradins, et en installant un plancher en ciment  ",600,6/05/2009,7/06/2009,0,0,234389,0,234389,0,742513,S,455632,Village of Frontier,Municipalité de Frontier  ,SK  ,Frontier,1
8480,1,"Install energy management software in Hartley Bay, Haida Gwaii and Hesquiaht communities","Installer un logiciel de gestion de l'énergie pour les collectivités de Hartley Bay, Haida Gwaii et Hesquiaht  ",600,6/05/2009,7/13/2009,0,0,1217888,0,1217888,0,2531637,B,F11655   ,Pulse Energy Inc.,Pulse Energy Inc.  ,BC  ,Vancouver,2
8481,1,Renew facilities in the Frank Kennedy Centre,Moderniser les installations du centre Frank Kennedy  ,600,11/20/2009,1/06/2010,0,0,240000,0,240000,0,819545,M,465555,University of Manitoba,Université du Manitoba  ,MB  ,Winnipeg,1
8488,1,Install accessible playground equipment at the Red River Community Centre,Installer du matériel de terrain de jeux accessible à tous au centre communautaire Red River  ,600,1/18/2010,1/29/2010,0,0,50000,0,50000,0,150000,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,2
8489,1,Upgrade soccer and baseball fields in 16 locations across the City of Winnipeg,Améliorer les terrains de soccer et de baseball dans 16 sites de Winnipeg  ,600,1/11/2010,1/29/2010,0,0,116072,0,116072,0,341390,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,2
8493,1,Support purchase of a new printing press and development of a new business plan,Appuyer l'achat d'une nouvelle presse à imprimer et l'élaboration d'un nouveau plan d'activités  ,500,12/22/2009,1/05/2010,0,0,0,4625924,4625924,0,9146005,A,F02911   ,Ion Print Solutions,Ion Print Solutions  ,AB  ,Nisku,2
8495,1,Construct a public works maintainence shop,Construire un atelier d'entretien pour les travaux publics  ,600,12/01/2009,12/21/2009,0,0,2380338,0,2380338,0,2817994,A,455387,Town of High Level,Municipalité de High Level  ,AB  ,High Level,2
8497,1,Expand Anola Community Club,Agrandir le club communautaire d'Anola  ,600,12/21/2009,1/05/2010,0,0,237000,0,237000,49334,843343,M,454969,Rural Municipality of Springfield,Municipalité rurale de Springfield  ,MB  ,Oakbank,1
8506,2,Redevelop the Morden Community Centre,Réaménager le centre communautaire de Morden  ,600,10/05/2010,7/27/2009,0,0,100000,0,100000,0,623185,M,454775,Town of Morden,Municipalité de Morden  ,MB  ,Morden,1
8506,1,Redevelop the Morden Community Centre,Réaménager le centre communautaire de Morden  ,600,6/29/2009,7/27/2009,0,0,894094,0,894094,0,2709375,M,454775,Town of Morden,Municipalité de Morden  ,MB  ,Morden,1
8508,1,Install geothermal retrofit at the Community Recreation Complex,Installer un nouveau système géothermique au centre récréatif communautaire  ,600,9/30/2009,11/09/2009,0,0,216666,0,216666,0,665429,S,F05630   ,Town of Big River,Municipalité de Big River  ,SK  ,Big River,3
8509,1,Replace the outdoor artificial turf field,Remplacer le gazon synthétique du terrain extérieur  ,600,6/29/2009,7/15/2009,0,0,212000,0,212000,0,568000,M,462942,EAST SIDE EAGLES FOOTBALL CLUB INC.,East Side Eagles Football Club Inc.  ,MB  ,WINNIPEG,1
8510,1,Provide for projects under the Canadian Badlands Community Initiative for Employment,Appuyer des projets dans le cadre de la Canadian Badlands Community Initiative for Employment  ,400,9/02/2009,9/18/2009,0,0,6225633,0,6225633,0,7635667,A,F08590   ,Canadian Badlands Ltd.,Canadian Badlands Ltd.  ,AB  ,Drumheller,2
8511,1,Renovate Youth Centre,Rénover la maison des jeunes  ,600,9/17/2009,10/20/2009,0,0,78979,0,78979,0,228319,S,455528,Northern Village of Ile a la Crosse,Village nordique d'Île-à-la-Crosse  ,SK  ,Ile-A-La-Crosse,2
8513,1,Redevelop Richmond King's Community Centre and Ecole St. Avila sites,Réaménager les sites du centre communautaire de Richmond King et de l'école St. Avila  ,600,7/30/2009,9/02/2009,0,0,76500,0,76500,0,300500,M,F08412   ,St. Avila Home and School Association,Association parents-maîtres de l'école St. Avila  ,MB  ,Winnipeg,1
8518,1,"Upgrade seven City of Winnipeg arenas with ice plants, chillers, and refrigerant","Moderniser sept arénas municipaux de Winnipeg : systèmes de fabrication de la glace, refroidisseurs et réfrigérant  ",600,12/21/2009,1/21/2010,0,0,265655,0,265655,0,793000,M,80952,The City of Winnipeg,Ville de Winnipeg  ,MB  ,Winnipeg,1
8538,1,Support dwarf misletoe remediation project,Appuyer le projet d'éradication du faux gui  ,600,11/16/2009,12/02/2009,0,0,3400370,0,3400370,0,3778189,A,443952,Alberta-Pacific Forest Industries Inc.,Alberta-Pacific Forest Industries Inc.  ,AB  ,Boyle,2
8539,1,"Replace arena lights; install concrete, pipes, bumpers and header wall in curling rink","Changer l'éclairage de l'aréna; couler du béton, installer de la tuyauterie et un butoir; rénover le mur de la piste de curling  ",600,8/07/2009,8/28/2009,0,0,27622,0,27622,0,91063,S,456740,Town of Nokomis,Municipalité de Nokomis  ,SK  ,Nokomis,2
8541,1,Support extensive renovation and upgrades to the Rosebud School of the Arts,Appuyer d'importants travaux de rénovation et de modernisation de la Rosebud School of the Arts  ,600,9/17/2009,9/29/2009,0,0,2000000,0,2000000,0,3683123,A,F04592   ,Rosebud School of the Arts,Rosebud School of the Arts  ,AB  ,Rosebud,2
8543,1,Refurbish Trade Centre Halls A and B,Remettre à neuf les pavillons A et B du centre de conférences  ,600,8/07/2009,8/13/2009,0,0,3000000,0,3000000,0,4161590,S,F06220   ,Saskatoon Prairieland Park Corporation,Saskatoon Prairieland Park Corporation  ,SK  ,Saskatoon,2
8546,1,"Upgrade the Complex with new lighting, and the grounds with bleachers and a walking path",Installation d'un nouvel éclairage dans le bâtiment et ajout de gradins et d'une allée piétonnière à l'extérieur  ,600,1/11/2010,2/18/2010,0,0,36666,0,36666,0,95320,M,F08603   ,Complexe Communautaire de Lorette Community Complex Inc.,Complexe Communautaire de Lorette Community Complex Inc.  ,MB  ,Lorette,1
8548,1,Construct the Riverdale Community Complex,Construire le centre communautaire Riverdale  ,600,11/26/2009,12/04/2009,0,0,800000,0,800000,0,6245231,M,454765,Town of Rivers,Municipalité de Rivers  ,MB  ,Rivers,1
8548,2,Construct the Riverdale Community Complex,Construire le centre communautaire Riverdale  ,600,6/25/2010,12/04/2009,0,0,135262,0,135262,0,135262,M,454765,Town of Rivers,Municipalité de Rivers  ,MB  ,Rivers,1
8549,1,Support construction of a new seed cleaning plant,Soutenir la construction d'un nouvel établissement de nettoyage des semences  ,600,12/10/2009,12/30/2009,0,0,2004700,0,2004700,0,3607578,A,F08616   ,High Prairie Seed Cleaning Co-Op Limited,High Prairie Seed Cleaning Co-Op Limited  ,AB  ,High Prairie,2
8550,1,Replace arena roof and upgrade parapet wall.,Remplacer le toit de l'aréna et améliorer le parapet  ,600,6/29/2009,7/03/2009,0,0,349114,0,349114,0,1091865,M,F08409   ,Gateway Recreation Centre Inc.,Gateway Recreation Centre Inc.  ,MB  ,Winnipeg,1
8553,1,Replace furnace and heat recovery system,Remplacer la chaudière et le système de récupération de chaleur  ,600,10/06/2009,10/09/2009,0,0,65824,0,65824,0,203674,M,F08410   ,Heather Rink Limited,Heather Rink Limited  ,MB  ,Winnipeg,1
