Licence number,Licence Type,Status,Date licence issued,Date licence expires,Vehicle Type,Vehicle Registration Number,Vehicle Colour,Operator/Association
3764,Private Hire Vehicle,Licence Issued,8/04/15 0:00,7/04/16 0:00,Skoda Octavia,YG13CXX,BLACK,Arrow
3765,Private Hire Vehicle,Licence Issued,7/08/15 0:00,6/08/16 0:00,Mercedes E250D,S77AYD,White,UBER
3766,Private Hire Vehicle,Licence Issued,30/08/15 0:00,29/08/16 0:00,Skoda Octavia,YB10WUE,GREY,Arrow
3767,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Skoda Octavia,YB11YBE,GREY,Time Line
3768,Private Hire Vehicle,Licence Issued,5/11/15 0:00,4/11/16 0:00,Skoda Octavia,WV11BNZ,BLACK,Dees
3769,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,YG58FOC,BLACK,Otley Private Hire
3770,Private Hire Vehicle,Licence Issued,26/04/15 0:00,25/04/16 0:00,Toyota Auris,FG58JTV,Red,Local Cars (Morley)
3771,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Toyota Avensis,EF11AOC,Grey,Amber Cars
3773,Private Hire Vehicle,Licence Issued,7/08/15 0:00,6/08/16 0:00,Volkswagen Passat,YE10YRM,Black,SJK Travel2Airport.com
3774,Private Hire Vehicle,Licence Issued,8/07/15 0:00,7/07/16 0:00,Toyota Auris,KX13YMR,SILVER,South Leeds
3775,Private Hire Vehicle,Licence Issued,30/10/15 0:00,29/10/16 0:00,Toyota Auris,FD11GOK,SILVER,Ace Cars Leeds Ltd
3776,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,KV59JJY,GREY,Amber Cars
3777,Private Hire Vehicle,Licence Issued,22/09/15 0:00,21/09/16 0:00,Ford Mondeo,YS62SKU,SILVER,South Leeds
3778,Private Hire Vehicle,Licence Issued,3/07/15 0:00,2/07/16 0:00,Volkswagen Jetta,YE09SDV,BLUE,UBER
3779,Private Hire Vehicle,Licence Issued,15/01/15 0:00,14/01/16 0:00,Peugeot 407,EO09AOG,BLACK,UBER
3780,Private Hire Vehicle,Licence Issued,20/01/15 0:00,19/01/16 0:00,Skoda Rapid,YB63MVW,WHITE,SJK Travel2Airport.com
3781,Private Hire Vehicle,Licence Issued,19/03/15 0:00,18/03/16 0:00,Peugeot Premier,SF60HOJ,SILVER,Morley Central Line
3782,Private Hire Vehicle,Licence Issued,12/08/15 0:00,11/08/16 0:00,Toyota Prius,YF10JUA,Blue,Kirkstall Cars
3783,Private Hire Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Toyota Avensis,YG62LUR,SILVER,NOT WORKING
3784,Private Hire Vehicle,Licence Issued,8/11/15 0:00,7/11/16 0:00,Skoda Octavia,RK09ZFC,BLACK,Amber Cars
3785,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,YD58BFP,SILVER,Stanningley Cars Ltd
3786,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Skoda Octavia,YS10GFK,BLACK,Arrow
3787,Private Hire Vehicle,Licence Issued,10/12/14 0:00,9/12/15 0:00,Skoda Octavia,FV63MZE,SILVER,Amber Cars
3788,Private Hire Vehicle,Licence Issued,11/02/15 0:00,10/02/16 0:00,Skoda Octavia,PE11HYS,BLACK,ITS Roadrunners
3789,Private Hire Vehicle,Licence Issued,30/01/15 0:00,29/01/16 0:00,Vauxhall Astra,OV10MWL,SILVER,Local Cars (Morley)
3790,Private Hire Vehicle,Licence Issued,16/08/15 0:00,15/08/16 0:00,Vauxhall Astra,KU10HJO,BLACK,Wheels
3791,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Toyota Avensis,CV59EKZ,SILVER,Morley Cars
3792,Private Hire Vehicle,Licence Suspended,25/02/15 0:00,24/02/16 0:00,Skoda Octavia,PK11BHW,BLACK,Premier Licensed Private Hire
3793,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Volkswagen Passat,EK07ERX,BLACK,Speed Line
3794,Private Hire Vehicle,Licence Issued,11/04/15 0:00,10/04/16 0:00,Volkswagen Passat,VN60EDC,BLACK,SJK Travel2Airport.com
3795,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Toyota Avensis,LS57TGX,BLACK,Aireline/Holbeck Line
3796,Private Hire Vehicle,Licence Issued,19/11/14 0:00,18/11/15 0:00,Skoda Octavia,HV10XFR,Yellow,UBER
3797,Private Hire Vehicle,Licence Issued,21/06/15 0:00,20/06/16 0:00,Volkswagen Passat,YG10VKS,BLACK,Arrow
3798,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Volkswagen Passat,PJ57FHL,BLACK,Wheels
3799,Private Hire Vehicle,Licence Issued,11/09/15 0:00,10/09/16 0:00,Audi A6,FH13YJP,WHITE,AB Cars
3800,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Ford Focus,EX10WTR,BLUE,South Leeds
3801,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Renault Laguna,FG60JGZ,RED,SJK Travel2Airport.com
3803,Private Hire Vehicle,Licence Issued,9/07/15 0:00,8/07/16 0:00,Audi A4,YK10ULN,WHITE,UBER
3804,Private Hire Vehicle,Licence Issued,20/02/15 0:00,19/02/16 0:00,Toyota Auris,MD64SJX,WHITE,Premier Licensed Private Hire
3805,Private Hire Vehicle,Licence Issued,8/12/14 0:00,7/12/15 0:00,Peugeot Premier,SF64EXL,BLUE,Amber Cars
3806,Private Hire Vehicle,Licence Issued,5/02/15 0:00,4/02/16 0:00,Skoda Octavia,CA59FPP,SILVER,Time Line
3807,Private Hire Vehicle,Licence Issued,20/09/15 0:00,19/09/16 0:00,Toyota Avensis,MK59AHA,SILVER,SJK Travel2Airport.com
3808,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Avensis,GU08KVO,GREY,Interline
3809,Private Hire Vehicle,Licence Issued,14/08/15 0:00,13/08/16 0:00,Skoda Octavia,OV09JYT,Silver,UBER
3810,Private Hire Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Skoda Octavia,FY63EGX,BLUE,Amber Cars
3812,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Fabia,YD61UBE,SILVER,Wheels
3813,Private Hire Vehicle,Licence Issued,30/09/15 0:00,29/09/16 0:00,Seat Toledo,NJ63HUY,BLACK,Wheels
3814,Private Hire Vehicle,Licence Issued,11/06/15 0:00,10/06/16 0:00,Vauxhall Insignia,WF59LZP,BLACK,Geo Cars 3 (HQ)
3815,Private Hire Vehicle,Licence Issued,14/01/15 0:00,13/01/16 0:00,Toyota Auris,DL63YVV,BLACK,Premier Licensed Private Hire
3816,Private Hire Vehicle,Licence Issued,28/05/15 0:00,27/05/16 0:00,Skoda Octavia,BT08HJK,BLACK,UBER
3817,Private Hire Vehicle,Licence Issued,11/03/15 0:00,10/03/16 0:00,Toyota Auris,HJ60HKD,BLUE,Premier Licensed Private Hire
3818,Private Hire Vehicle,Licence Issued,20/04/15 0:00,19/04/16 0:00,Skoda Octavia,PX59RGO,WHITE,Amber Cars
3819,Private Hire Vehicle,Licence Issued,8/05/15 0:00,7/05/16 0:00,Honda Civic,SK11NXB,Red,AB Cars
3820,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Skoda Octavia,FY61KKX,Grey,Wheels
3821,Private Hire Vehicle,Licence Issued,26/08/15 0:00,25/08/16 0:00,Toyota Auris,FN11LBF,black,UBER
3822,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Honda Accord,N13DSY,SILVER,Speed Line
3823,Private Hire Vehicle,Licence Issued,23/12/14 0:00,22/12/15 0:00,Skoda Octavia,NL60KXU,BLACK,Arrow
3824,Private Hire Vehicle,Licence Issued,16/05/15 0:00,15/05/16 0:00,Audi A4,LM09RKO,SILVER,Morley Cars
3825,Private Hire Vehicle,Licence Issued,18/10/15 0:00,17/10/16 0:00,Honda Accord,W4HCD,SILVER,Ace Cars Leeds Ltd
3826,Private Hire Vehicle,Licence Issued,4/02/15 0:00,3/02/16 0:00,Renault Megane,LV61XKP,SILVER,UBER
3827,Private Hire Vehicle,Licence Issued,18/08/15 0:00,17/08/16 0:00,Seat Exeo,BN59NLX,BLUE,South Leeds
3828,Private Hire Vehicle,Licence Issued,12/08/15 0:00,11/08/16 0:00,Dacia Logan,YE15KNN,RED,G And M Cars
3829,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Vauxhall Vectra,BP08EXM,Silver,ITS Roadrunners
3830,Private Hire Vehicle,Licence Issued,25/04/15 0:00,24/04/16 0:00,Skoda Octavia,M22UBX,BLACK,Ace Cars Leeds Ltd
3831,Private Hire Vehicle,Licence Issued,15/01/15 0:00,14/01/16 0:00,Toyota Prius,WU10GTF,GREY,UBER
3832,Private Hire Vehicle,Licence Issued,30/01/15 0:00,29/01/16 0:00,Toyota Avensis,YG59MVU,BLUE,Amber Cars
3833,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Volkswagen Jetta,VU07RMV,BLACK,Local Cars (Morley)
3835,Private Hire Vehicle,Licence Issued,18/01/15 0:00,17/01/16 0:00,Proton Gen,YD60WHU,ORANGE,UBER
3836,Private Hire Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Skoda Octavia,EX13XER,BLUE,Local Cars (Morley)
3837,Private Hire Vehicle,Licence Issued,9/11/14 0:00,8/11/15 0:00,Skoda Octavia,FV08TFU,GREY,Stanningley Cars Ltd
3838,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Ford Mondeo,NJ61KZA,BROWN,Premier Licensed Private Hire
3839,Private Hire Vehicle,Licence Issued,9/11/14 0:00,8/11/15 0:00,Skoda Octavia,SG08KSF,SILVER,Highways Private Hire
3840,Private Hire Vehicle,Licence Issued,7/11/14 0:00,6/11/15 0:00,Vauxhall Vectra,N17VYD,SILVER,Geo Cars 3 (HQ)
3841,Private Hire Vehicle,Licence Issued,18/09/15 0:00,17/09/16 0:00,Skoda Octavia,FY60NHF,BLUE,T Line
3842,Private Hire Vehicle,Licence Issued,26/07/15 0:00,25/07/16 0:00,Ford Mondeo,SB09WTR,BLACK,ITS Roadrunners
3843,Private Hire Vehicle,Licence Issued,26/01/15 0:00,25/01/16 0:00,Vauxhall Astra,SH10PZY,SILVER,Beeston Line
3844,Private Hire Vehicle,Licence Issued,17/04/15 0:00,16/04/16 0:00,Skoda Octavia,AJ09WEU,GREY,Amber Cars
3845,Private Hire Vehicle,Licence Issued,17/04/15 0:00,16/04/16 0:00,Proton  Persona,AV61CXD,RED,1st Apollo / A Metro Cars
3846,Private Hire Vehicle,Licence Issued,4/02/15 0:00,3/02/16 0:00,Skoda Octavia,OV60TYA,GREY,South Leeds
3847,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Skoda Octavia,YA13UZF,BLACK,Arrow
3848,Private Hire Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Skoda Octavia,WR11FBV,Grey,UBER
3849,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Ford Mondeo,BG58EDP,BLACK,Beeston Line
3850,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Toyota Avensis,KN60XVA,SILVER,UBER
3851,Private Hire Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Skoda Octavia,SA58GPJ,BLACK,Apex Cars
3852,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,AK09MXG,BEIGE,A1 Leeds
3853,Private Hire Vehicle,Licence Issued,2/12/14 0:00,1/12/15 0:00,Vauxhall Insignia,FL09WCT,RED,Premier Licensed Private Hire
3854,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Skoda Octavia,RE60CLY,Royal Blue,UBER
3855,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Auris,EF11VRX,BLACK,UBER
3856,Private Hire Vehicle,Licence Issued,18/06/15 0:00,17/06/16 0:00,Proton  Persona,BX09MZG,SILVER,Amber Cars
3857,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YB56HRW,RED,UBER
3858,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YA56AAU,BLUE,A1 Leeds
3859,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YA56AAN,BLUE,Morley Central Line
3861,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YA56AAJ,BLUE,ITS Roadrunners
3862,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YA56AAF,RED,Amber Cars
3863,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YA56AAO,BLUE,Amber Cars
3864,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,YB56HSD,RED,Amber Cars
3865,Private Hire Vehicle,Licence Issued,30/01/15 0:00,29/01/16 0:00,Volkswagen Jetta,MJ58SWW,GREY,Beeston Line
3866,Private Hire Vehicle,Licence Issued,5/04/15 0:00,4/04/16 0:00,Mazda 6TS2,ND08PGV,BLACK,South Leeds
3867,Private Hire Vehicle,Licence Suspended,18/02/15 0:00,17/02/16 0:00,Toyota Auris,MM64KXF,WHITE,Premier Licensed Private Hire
3868,Private Hire Vehicle,Licence Issued,3/12/14 0:00,2/12/15 0:00,Skoda Octavia,FG09JUO,GREY,Kirkstall Cars
3869,Private Hire Vehicle,Licence Issued,28/09/15 0:00,27/09/16 0:00,Vauxhall Vectra,YR08JYP,SILVER,Ace Cars Leeds Ltd
3870,Private Hire Vehicle,Licence Issued,18/02/15 0:00,17/02/16 0:00,Toyota Auris,MM64KWB,WHITE,Premier Licensed Private Hire
3871,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Ford Focus,YR58VDX,BLACK,Easy Travel
3872,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Volkswagen Jetta,SP07LJZ,BLACK,Morley Cars
3873,Private Hire Vehicle,Licence Issued,24/06/15 0:00,23/06/16 0:00,Peugeot Partner Combi,SF13XBO,BLACK,Arrow
3874,Private Hire Vehicle,Licence Issued,25/04/15 0:00,24/04/16 0:00,Volkswagen Jetta,VK07NRV,BLACK,Apex Cars
3875,Private Hire Vehicle,Licence Issued,5/02/15 0:00,4/02/16 0:00,Volkswagen Golf,BG09KJF,BLUE,Morley Cars
3876,Private Hire Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Volkswagen Passat,ND10LJF,Black,Arrow
3877,Private Hire Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Vauxhall Insignia,KU12XTZ,BLUE,NOT WORKING
3878,Private Hire Vehicle,Licence Issued,7/11/14 0:00,6/11/15 0:00,Kia Ceed,AO60KWV,SILVER,Interline
3879,Private Hire Vehicle,Licence Issued,13/04/15 0:00,12/04/16 0:00,Ford Mondeo,NC56WDP,Black,Arrow
3880,Private Hire Vehicle,Licence Issued,29/05/15 0:00,28/05/16 0:00,Toyota Auris,MW62XTK,WHITE,South Leeds
3881,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Volkswagen Passat,RO56YUW,BLACK,Wheels
3882,Private Hire Vehicle,Licence Suspended,16/08/15 0:00,15/08/16 0:00,Vauxhall Vectra,HJ58YFM,BLUE,Premier Licensed Private Hire
3883,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,YT07JGU,GREY,Interline
3884,Private Hire Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Skoda Octavia,BL56KVC,Silver,1st Apollo / A Metro Cars
3885,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,OY08TZX,BLACK,Ace Cars Leeds Ltd
3886,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Skoda Octavia,NA59ONM,SILVER,Wheels
3887,Private Hire Vehicle,Licence Issued,26/08/15 0:00,25/08/16 0:00,Toyota Prius,YK15UVC,WHITE,UBER
3888,Private Hire Vehicle,Licence Issued,8/10/15 0:00,7/10/16 0:00,Skoda Fabia,YG63VMC,WHITE,Rollinson Safeway Ltd
3889,Private Hire Vehicle,Licence Issued,8/05/15 0:00,7/05/16 0:00,Volvo V50,YS10WVU,BLACK,UBER
3890,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Toyota Prius,GL08KTO,BLUE,Geo Cars 3 (HQ)
3891,Private Hire Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Proton  Impian,YX05GZE,WHITE,T Line
3892,Private Hire Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Vauxhall Vectra,DS57JVH,SILVER,UBER
3893,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Toyota Auris,YG64ZMV,BLACK,NOT WORKING
3894,Private Hire Vehicle,Licence Issued,30/10/15 0:00,29/10/16 0:00,Toyota Auris,MJ62OTR,SILVER,UBER
3895,Private Hire Vehicle,Licence Issued,31/05/15 0:00,30/05/16 0:00,Skoda Octavia,FV61TOH,SILVER,UBER
3896,Private Hire Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Skoda Superb,PX59RBV,WHITE,1st Apollo / A Metro Cars
3897,Private Hire Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,BG08HRZ,Black,Stanningley Cars Ltd
3898,Private Hire Vehicle,Licence Issued,30/03/15 0:00,29/03/16 0:00,Toyota Avensis,DU58KJO,BLACK,Amber Cars
3899,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,AJ09SVW,BLACK,Stanningley Cars Ltd
3900,Private Hire Vehicle,Licence Issued,25/04/15 0:00,24/04/16 0:00,Toyota Avensis,FP06AXW,SILVER,Amber Cars
3901,Private Hire Vehicle,Licence Issued,20/02/15 0:00,19/02/16 0:00,Vauxhall Astra,BX58MUU,WHITE,Pudsey B Line
3902,Private Hire Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Volkswagen Passat,YD10YBR,GREY,South Leeds
3903,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Skoda Octavia,NG10LCF,SILVER,Amber Cars
3904,Private Hire Vehicle,Licence Issued,9/01/15 0:00,8/01/16 0:00,Vauxhall Vectra,SW08KWN,BEIGE,Star Supreme Line
3905,Private Hire Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Skoda Octavia,FY63EVK,BROWN,Amber Cars
3906,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Toyota Auris,YG64ZMU,BLACK,Amber Cars
3907,Private Hire Vehicle,Licence Issued,26/10/15 0:00,25/10/16 0:00,Skoda Octavia,YX58STZ,GREY,Star Supreme Line
3908,Private Hire Vehicle,Licence Issued,22/04/15 0:00,21/04/16 0:00,Mercedes 220,CV62MZE,BLACK,Stanningley Cars Ltd
3909,Private Hire Vehicle,Licence Issued,29/07/15 0:00,28/07/16 0:00,Toyota Auris,KY11MPF,SILVER,Wheels
3910,Private Hire Vehicle,Licence Issued,22/11/14 0:00,21/11/15 0:00,Skoda Octavia,NU59OBX,WHITE,ITS Roadrunners
3911,Private Hire Vehicle,Licence Issued,11/05/15 0:00,10/05/16 0:00,Peugeot Partner Combi,SJ12ODT,GREY,South Leeds
3912,Private Hire Vehicle,Licence Issued,10/07/15 0:00,9/07/16 0:00,Skoda Superb,WG15AYW,WHITE,A1 Leeds
3913,Private Hire Vehicle,Licence Issued,28/11/14 0:00,27/11/15 0:00,Skoda Octavia,YD09UDW,SILVER,Speed Line
3914,Private Hire Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Toyota Auris,YG64ZMO,BLACK,ITS Roadrunners
3915,Private Hire Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,BMW 316,DU61EFN,Black,UBER
3916,Private Hire Vehicle,Licence Issued,24/04/15 0:00,23/04/16 0:00,Skoda Octavia,AF58ZKL,GREY,ITS Roadrunners
3917,Private Hire Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Volkswagen Passat,VO60AGZ,SILVER,Amber Cars
3918,Private Hire Vehicle,Licence Issued,20/02/15 0:00,19/02/16 0:00,Mazda 3TS2D,LN60UEJ,BLACK,Pudsey B Line
3919,Private Hire Vehicle,Licence Issued,5/11/15 0:00,4/11/16 0:00,Chevrolet Lacetti,LS60AFJ,GREY,UBER
3920,Private Hire Vehicle,Licence Issued,17/06/15 0:00,16/06/16 0:00,Skoda Superb,P999SOC,WHITE,SJK Travel2Airport.com
3921,Private Hire Vehicle,Licence Issued,5/06/15 0:00,4/06/16 0:00,Volkswagen Passat,MT11CWF,black,ITS Roadrunners
3922,Private Hire Vehicle,Licence Issued,7/06/15 0:00,6/06/16 0:00,Vauxhall Astra,DV59LNK,SILVER,Premier Licensed Private Hire
3923,Private Hire Vehicle,Licence Issued,8/04/15 0:00,7/04/16 0:00,Skoda Octavia,OY61BYH,SILVER,UBER
3924,Private Hire Vehicle,Licence Issued,17/02/15 0:00,16/02/16 0:00,Skoda Fabia,CV60NYY,GREY,1st Apollo / A Metro Cars
3925,Private Hire Vehicle,Licence Issued,7/01/15 0:00,6/01/16 0:00,Toyota Avensis,FL58KYY,Silver,ITS Roadrunners
3926,Private Hire Vehicle,Licence Issued,2/06/15 0:00,1/04/16 0:00,Skoda Octavia,YT11NPO,WHITE,Club Cars
3927,Private Hire Vehicle,Licence Issued,22/01/15 0:00,21/01/16 0:00,Skoda Octavia,LF11UZJ,BLUE,Premier Licensed Private Hire
3928,Private Hire Vehicle,Licence Issued,23/04/15 0:00,22/04/16 0:00,Toyota Avensis,GY09YGE,BLACK,ITS Roadrunners
3929,Private Hire Vehicle,Licence Issued,20/02/15 0:00,19/02/16 0:00,Skoda Rapid,HN63YYD,WHITE,Amber Cars
3930,Private Hire Vehicle,Licence Issued,31/03/15 0:00,30/03/16 0:00,Skoda Octavia,FJ09WGY,BLUE,Amber Cars
3931,Private Hire Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Volkswagen Passat,NG58LWR,RED,Wheels
3932,Private Hire Vehicle,Licence Issued,15/02/15 0:00,14/02/16 0:00,Volkswagen Jetta,AB08CWK,SILVER,Local Cars (Morley)
3933,Private Hire Vehicle,Licence Issued,14/08/15 0:00,13/08/16 0:00,Vauxhall Insignia,MX61JDO,BLACK,Wheels
3934,Private Hire Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Skoda Octavia,EY13AOG,WHITE,UBER
3935,Private Hire Vehicle,Licence Issued,10/02/15 0:00,9/02/16 0:00,Toyota Avensis,FP09NUA,BLUE,Premier Licensed Private Hire
3936,Private Hire Vehicle,Licence Issued,31/03/15 0:00,30/03/16 0:00,Vauxhall Insignia,DU60YMV,BLUE,Amber Cars
3937,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,SE07UZF,Blue,Amber Cars
3938,Private Hire Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Peugeot Premier,SF61EFS,BLACK,Arrow
3939,Private Hire Vehicle,Licence Issued,30/07/15 0:00,29/07/16 0:00,Skoda Octavia,AK11XWV,GREY,Geo Cars 3 (HQ)
3940,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Volkswagen Passat,KX59YFO,SILVER,Aireline/Holbeck Line
3941,Private Hire Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,RK60YXZ,GREY,Amber Cars
3942,Private Hire Vehicle,Licence Issued,13/09/15 0:00,12/09/16 0:00,Mercedes C200,BG10ARU,BLACK,Amber Cars
3943,Private Hire Vehicle,Licence Issued,23/05/15 0:00,22/05/16 0:00,Skoda Octavia,WR07PUX,BEIGE,Morley Cars
3944,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Ford Mondeo,YT11VVH,,Ace Cars Leeds Ltd
3945,Private Hire Vehicle,Licence Issued,6/02/15 0:00,5/02/16 0:00,Skoda Octavia,LC60OXU,SILVER,Pudsey B Line
3946,Private Hire Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Toyota Avensis,FY57LFZ,SILVER,Amber Cars
3947,Private Hire Vehicle,Licence Issued,14/08/15 0:00,13/08/16 0:00,Mercedes 220,YR12HSF,BLACK,UBER
3948,Private Hire Vehicle,Licence Issued,2/04/15 0:00,1/04/16 0:00,Proton Gen,GK10XZX,BLUE,South Leeds
3949,Private Hire Vehicle,Licence Issued,18/09/15 0:00,17/09/16 0:00,Toyota Prius,YG11GZY,GREY,Wheels
3950,Private Hire Vehicle,Licence Issued,5/11/15 0:00,4/11/16 0:00,Audi A4,AX12HZK,BLACK,Amber Cars
3951,Private Hire Vehicle,Licence Issued,18/10/15 0:00,17/10/16 0:00,Toyota Prius,DA10OHY,BLACK,ITS Roadrunners
3952,Private Hire Vehicle,Licence Issued,28/03/15 0:00,27/03/16 0:00,Vauxhall Vectra,YH07EUE,SILVER,Aireline/Holbeck Line
3953,Private Hire Vehicle,Licence Issued,8/11/14 0:00,7/11/15 0:00,Toyota Avensis,GV58NMK,SILVER,Speed Line
3954,Private Hire Vehicle,Licence Issued,16/06/15 0:00,15/06/16 0:00,Seat Toledo,SC14EXE,SILVER,Wetherby Cars
3955,Private Hire Vehicle,Licence Issued,11/05/15 0:00,10/05/16 0:00,Citroen Berlingo,SH12JFK,SILVER,South Leeds
3956,Private Hire Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Skoda Octavia,T44SYB,GREY,Speed Line
3957,Private Hire Vehicle,Licence Issued,7/04/15 0:00,6/04/16 0:00,Skoda Rapid,OY62HWO,BLUE,UBER
3958,Private Hire Vehicle,Licence Issued,15/06/15 0:00,14/06/16 0:00,Toyota Avensis,DG58AMV,BLACK,SJK Travel2Airport.com
3959,Private Hire Vehicle,Licence Issued,8/08/15 0:00,7/08/16 0:00,Skoda Octavia,OV60KDK,BLACK,UBER
3960,Private Hire Vehicle,Licence Issued,19/08/15 0:00,18/08/16 0:00,Toyota Avensis,FY10ZYE,BLACK,Network Cars
3961,Private Hire Vehicle,Licence Issued,12/06/15 0:00,11/06/16 0:00,Toyota Auris,GF10LHB,GREY,Speed Line
3962,Private Hire Vehicle,Licence Issued,10/07/15 0:00,9/07/16 0:00,Skoda Octavia,FR10EOK,Grey,ITS Roadrunners
3963,Private Hire Vehicle,Licence Issued,16/01/15 0:00,15/01/16 0:00,Skoda Octavia,SJ12PHY,BLACK,UBER
3964,Private Hire Vehicle,Licence Issued,19/10/15 0:00,18/10/16 0:00,Skoda Octavia,YH62ZCE,GREY,Fly Away
3965,Private Hire Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Volkswagen Jetta,LS58KHG,BLUE,Amber Cars
3966,Private Hire Vehicle,Licence Issued,14/05/15 0:00,13/05/16 0:00,Toyota Prius,YA10FOM,WHITE,Apex Cars
3967,Private Hire Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Skoda Octavia,YL07KYA,BLACK,UBER
