status,id,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
Published,420,Dinmore station,"Mason Street, Dinmore, Western",-27.5964,152.833,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,616,Dockside Convenience Store,"Shop 5, 35 Ferry Street, Kangaroo Point, Brisbane East",-27.472558,153.038964,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
Published,234,Domestic Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.3852,153.119,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
Published,235,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,421,Doomben station,"Lamington Avenue, Doomben, Brisbane North",-27.4314,153.075,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,236,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
Published,359,Dutton Park station,"Railway Terrace, Dutton Park, Brisbane South",-27.4998,153.029,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,702,Eagle Junction News,"272 Junction Road, Eagle Junction, Brisbane North",-27.415092,153.050647,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
Published,237,Eagle Junction station,"Junction Road, Eagle Junction, Brisbane North",-27.4151,153.05,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,78,Eagle Junction station,"Junction Road, Eagle Junction, Brisbane North",-27.4151,153.05,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,35,Eagle Street News,"Ground Floor, 70 Eagle Street, Brisbane , Brisbane Central",-27.4671,153.03,Brisbane Central,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
Published,1631,Earls Court Serviced Apartments,"131 Nerang Street, Southport, Queensland, Australia",-27.971204,153.407014,Gold Coast,2,Preloaded reseller,,,,,,,,,,Gold Coast,
Published,238,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Published,389,East Ipswich station,"Merton Street, East Ipswich, Western",-27.61,152.775,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,239,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Published,422,Ebbw Vale station,"Brisbane Road, Ebbw Vale, Western",-27.6033,152.822,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Archived,354,Edens Landing News,"Shop 5 125-127 Castile Cresent, Edens Landing, Southern",-27.7008,153.169,South East Queensland,1,Standard retailer,,go card,,,Buy,,,,,South East Queensland,
Published,240,Edens Landing station,"Eddy Avenue, Edens Landing, Southern ",-27.6982,153.171,Southern ,2,Preloaded reseller,,,,,Top up,,,,,,
Published,589,Eight Mile Plains Busway,"Eight Mile Plains Busway Station, Eight Mile Plains, Brisbane South",-27.57848,153.101739,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Published,241,Elimbah station,"English Street, Elimbah, Northern",-27.0113,152.946,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,668,Enoggera Newsagency,"Shop 2B, 318 Wardell Street, Enoggera, Brisbane North",-27.422652,152.990315,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
Published,242,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,423,Enoggera station,"Glenalva Terrace, Enoggera, Brisbane North",-27.4203,152.992,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,243,Eudlo station,"Rosebed Street, Eudlo, Sunshine Coast",-26.7259,152.957,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
Published,613,Eumundi Village Pharmacy,"1 / 2 - 6 Ethridge Street, Eumundi, Sunshine Coast",-26.475572,152.950648,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
Published,36,Exchange Casket Agency,"360 Queen Street, Brisbane , Brisbane Central",-27.4664,153.029,Brisbane Central,1,Standard retailer,,go card,Visitor Information Pack,,Buy,Top up,Change expiry date,,,Brisbane,
Archived,401,Ezy Shop,"Shop 2, 108 Wickham Street, Fortitude Valley, Brisbane Central",-27.4601,153.032021,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
Published,424,Fairfield station,"Mildmay Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,244,Farifield station,"Midway Street, Fairfield, Brisbane South",-27.5095,153.028,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
Published,245,Ferny Grove station,"Conavalla Street, Ferny Grove, Brisbane North",-27.4013,152.935,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,82,Ferny Grove station,"Conavalla Street, Ferny Grove, Brisbane North",-27.4013,152.935,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,464,Ferny Hills News & Casket,"Shop 11, 126 Ferny Way, Ferny Hills, Brisbane North",-27.4003,152.939,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
Published,931,Florida Gardens tram station,"Corner Gold Coast Highway and Monaco Street, Surfers Paradise, Queensland, Australia",-28.017705,153.429349,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
Published,663,Foodworks Heathwood,"137 Parkwood Drive, Heathwood, Brisbane West",-27.637003,152.986997,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
Published,1181,Foodworks Jindalee,"Shop 1, 66 Curragundi Road, Jindalee, Queensland, Australia",-27.53513,152.935947,,2,Preloaded reseller,,go card,,,Buy,,,,,Brisbane,
Published,622,Foodworks Salisbury,"Shop 4 / 660 Toohey Road, Salisbury, Brisbane South",-27.545804,153.039488,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Published,1536,Foodworks Wishart,"590 Mount Gravatt-Capalaba Road, Wishart, Queensland, 4122, Australia",-27.549068,153.106621,,1,Standard retailer,,,,,,,,,,Brisbane,
Published,83,Forest Lake Village News,"Forest Lake Village Shopping Centre, Forest Lake Boulevard, Forest Lake, Brisbane West",-27.6255,152.968,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Published,85,Fortitude Valley station,"Brunswick Street, Fortitude Valley, Brisbane Central",-27.4567,153.033,Brisbane Central,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
Published,214,Fortitude Valley station,"Brunswick Street, Fortitude Valley, Brisbane Central",-27.4567,153.033,Brisbane Central,6,Rail ticket office,,,,,Top up,,,,,Brisbane,
Published,184,Four Square ,"18 Cracknell Road, Annerley, Brisbane South",-27.5184,153.03,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Published,581,Friendly Grocer Broadbeach,"Shop 10, Belair Retail Centre, Gold Coast Highway,Broadbeach, Broadbeach, Gold Coast",-28.035828,153.431953,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
Archived,699,Friendly Grocer Crestmead,"5/13 Julie Street, Crestmead, Southern",-27.696258,153.083098,Southern,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Published,246,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
Published,425,Fruitgrove station,"Beenleigh Road, Runcorn, Brisbane South",-27.5983,153.08,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,247,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Published,387,Gailes station,"Wilruna Street, Gailes, Western",-27.6018,152.919,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,492,Garden City bus interchange,"South East Freeway near Garden City Shopping Centre (access via current bus interchange), Upper Mount Gravatt, Brisbane South",-27.5631,153.081,Brisbane South,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
Published,1651,Gasworks News,"The Gasworks, Skyring Terrace, Newstead, Queensland, Australia",-27.450247,153.044459,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
Published,577,Gatton Plaza Newsagency ,"7/8 Plaza Shopping Centre Spencer St, Gatton, Western",-27.558271,152.279529,Western,1,Standard retailer,,go card,,,Buy,,,,,,
Published,248,Gaythorne station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,426,Gaythorne Station,"30 Station Avenue, Enoggera, Brisbane North",-27.4193,152.986,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,249,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,367,Geebung station,"Railway Parade, Geebung, Brisbane North",-27.3689,153.047,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Archived,618,Gem News and Casket,"18 Racecourse Road, Hamilton, Brisbane North",-27.438428,153.064185,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
Published,37,George Street News,"370 George Street, Brisbane , Brisbane Central",-27.4689,153.021,Brisbane Central,1,Standard retailer,,go card,Visitor Information Pack,,Buy,Top up,Change expiry date,,,Brisbane,
Archived,583,Get Hummered,"10 Transit Centre, Beach Rd, Surfers Paradise, Gold Coast",-28.002304,153.426632,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
Published,537,Given Terrace Newsagency,"Shop 1/209 Given Terrace, Paddington, Brisbane North",-27.4616,153.006,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
Published,250,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains, Northern",-26.8997,152.957,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,427,Glasshouse Mountains station,"Reed Street, Glasshouse Mountains, Northern",-26.8997,152.957,Northern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,801,Gold Coast Tourism Information Desk,"Gold Coast Airport, Eastern Avenue, Bilinga, Queensland, Australia",-28.165645,153.509074,,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
Published,521,Gold Coast Tourism Visitor Information Booth,"2 Cavill Avenue, Surfers Paradise, Queensland, Australia",-28.001927,153.428923,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
Published,646,Gold Coast Tourist Shuttle Desk,"Gold Coast Airport, Airport (Gold Coast - Coolangatta), Gold Coast",-28.16626,153.512886,Gold Coast,1,Standard retailer,"Refunds not available from this agent.  

Customers are able to apply for an EFT refund to an Australian bank account by filling in the 'go card guide to Balance Transfers and Refunds' Form available from the agent.",go card,Gold Coast go explore card,,Buy,Top up,Refund,Change expiry date,,Gold Coast,
Published,886,Gold Coast University Hospital tram station,"Corner Parklands Drive and University Drive, Southport, Queensland, Australia",-27.96055,153.380514,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
Published,781,Golden Beach News,"Shop 6, 46 Landsborough Parade, Golden Beach, Queensland, Australia",-26.821495,153.120058,Sunshine Coast,2,Preloaded reseller,,go card,,,Buy,,,,,,
Published,541,Goodes Newsagency,"771 Stanley Street, Woolloongabba, Brisbane South",-27.4864,153.034,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Archived,683,Goodna Newsagency,"Shop 19B, 2 Smiths Road, Goodna, Western",-27.610074,152.897662,Western,1,Standard retailer,,go card,,,Buy,,,,,,
Published,251,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Published,375,Goodna station,"Ryan Street, Goodna, Western",-27.6088,152.902,Western,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,38,GPO News,"Shop 1, 40 Creek Street, Brisbane , Brisbane Central",-27.4671,153.029,Brisbane Central,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
Published,252,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane South,2,Preloaded reseller,,,,,Top up,,,,,,
Published,370,Graceville station,"Honour Avenue, Graceville, Brisbane South",-27.5213,152.976,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,505,Greenbank Plaza News,"Shop 3, 15 Pub Lane, Greenbank, Southern",-27.7383,152.983,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
Published,591,Greenslopes Busway,"Barnsdale Place, Greenslopes, Brisbane South",-27.510946,153.040493,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Published,88,Greenslopes Newsagency,"Shop 19, Greenslopes Mall, 700 Logan Road, Greenslopes, Brisbane South",-27.5121,153.054,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Published,477,Griffith University busway station,"access to Plaza from roundabout at bottom of Sports Road , Mount Gravatt, Brisbane South",-27.5466,153.064,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Published,876,Griffith University tram station,"Corner Parklands Drive and Engineering Drive, Southport, Queensland, Australia",-27.962972,153.384389,,1,Standard retailer,,go card,,,Buy,Top up,,,,Gold Coast,
Published,253,Grovely station,"Blaker road, Grovely, Brisbane North",-27.405,152.962,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,428,Grovely station,"Blaker Road, Grovely, Brisbane North",-27.405,152.962,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,151,GUGC Student Guild,"Griffith University, Parklands Drive, The Link Building, Gold Coast Campus, Southport, Gold Coast",-27.96094,153.382255,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Change expiry date,,,Gold Coast,
Published,254,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
Published,362,Gympie North station,"Sandy Creek Road, Gympie North, Sunshine Coast",-26.1627,152.686,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,255,Helensvale station,"Town Centre Drive, Helensvale, Gold Coast",-27.9258,153.339,Gold Coast,2,Preloaded reseller,,,,,Top up,,,,,,
Published,91,Helensvale station,"Town Centre Drive, Helensvale, Gold Coast",-27.9258,153.339,Gold Coast,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,,
Published,256,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
Published,429,Hemmant station,"38 Hemmant-Tingalpa Road, Hemmant, Brisbane East",-27.4475,153.127,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,257,Hendra station,"Chermside Street, Hendra, Brisbane North",-27.4222,153.063,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,1126,Hi Surf Apartments,"150 The Esplanade, Burleigh Heads, Queensland, Australia",-28.080915,153.448477,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
Archived,479,Highland Park News,"104 Alexander Drive (corner Explorers Way), Highland Park, Gold Coast",-27.5217,153.074,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Gold Coast,
Published,596,Holland Park Busway,"Holland Park Busway Station, Holland Park, Brisbane South",-27.523145,153.054915,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Published,1436,Holland Park Newsagency,"1/109 Seville Road, Holland Park, Queensland, Australia",-27.521484,153.074011,Brisbane,1,Standard retailer,,,,,,,,,,Brisbane,
Published,258,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,430,Holmview station,"Spanns Road, Beenleigh, Southern",-27.7095,153.187,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,463,IGA Acacia Ridge,"28 Elizabeth Street, Acacia Ridge, Brisbane South",-27.5902,153.027,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
Published,647,IGA East Brisbane,"33 Lytton Road, East Brisbane, Brisbane East",-27.47948,153.04446,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Archived,692,IGA Express Alexandra Headlands,"Shop 1, 152 Alexandra Parade, Alexandra Headlands, Sunshine Coast",-26.668315,153.106435,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Archived,535,IGA Express Cannon Hill,"965 Wynnum Road, Cannon Hill, Brisbane East",-27.4689,153.09,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
Archived,491,IGA Express Upper Mt Gravatt,"1722 Logan Road, Upper Mount Gravatt, Brisbane South",-27.5481,153.081,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Published,542,IGA Express Woolloongabba,"14 Annerley Road, Woolloongabba, Brisbane South",-27.4875,153.029,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Published,348,IGA Forest Lake,"Corner Forest Lake Boulevard and Woogaroo Street, Forest Lake, Brisbane West",-27.6112,152.959,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
Published,96,Inala Plaza News,"Shop 4, Inala Civic Centre, Corsair Avenue, Inala, Brisbane West",-27.599,152.975,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Published,259,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane West,2,Preloaded reseller,,,,,Top up,,,,,,
Published,361,Indooroopilly station,"Railway Avenue, Indooroopilly, Brisbane West",-27.503,152.976,Brisbane West,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,169,Infinity News,"3215 Logan Road, Underwood, Southern",-27.607,153.11,Southern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Published,260,International Terminal station,"Airport Drive, Airport (Brisbane), Brisbane East",-27.403,153.109,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
Published,261,Ipswich station,"Bell Street, Ipswich, Western",-27.6129,152.761,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Published,99,Ipswich station,"Bell Street, Ipswich, Western",-27.6129,152.761,Western,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,,
Archived,791,Jetty Newsagency,"95 Redcliffe Parade, Redcliffe, Queensland, Australia",-27.227944,153.115019,Moreton Bay,2,Preloaded reseller,,go card,,,Buy,,,,,Moreton Bay,
Published,560,Jindalee News,"Shop 5, 86 Curragundi Road, Jindalee, Brisbane West",-27.534681,152.935247,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
Published,185,Josies and Leo Convenience Store,"212 Cracknell Road, Tarragindi, Brisbane South",-27.5199,153.041,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Published,1416,JTB Lounge,"3191 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-27.999085,153.428729,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
Published,336,Junction News and Casket,"Shop 2, 500 Ipswich Road, Annerley, Brisbane South",-27.5112,153.032,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
Published,509,Kallangur Fair News,"1473 Anzac Avenue, Kallangur, Northern",-27.2501,152.999,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
Published,1506,Kallangur News,"1406 Anzac Avenue, Kallangur, Queensland, Australia",-27.250229,152.993461,,1,Standard retailer,,,,,,,,,,Brisbane,
Published,1031,Karana Palms Resort,"40-42 Tarcoola Crescent, Surfers Paradise, Queensland, Australia",-27.999348,153.423854,,2,Preloaded reseller,,Gold Coast go explore card,,,Buy,,,,,Gold Coast,
Published,262,Karrabin station,"Karrabin-Rosewood Road, Karrabin, Western",-27.6045,152.709,Western,2,Preloaded reseller,,,,,Top up,,,,,,
Draft,1521,Kawana Bus Station,"Point Cartwright Drive, Buddina, Queensland, Australia",-26.703187,153.129027,,4,Bus fare machine,,,,,,,,,,Sunshine Coast,
Published,403,Kedron Newsagency and Casket Shop,"359 Gympie Road (cnr Castle Road), Kedron, Brisbane North",-27.4045,153.032,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
Published,102,Kelvin Grove News & Post Office,"Victoria Park Road, Queensland University of Technology (C block), Kelvin Grove, Brisbane North",-27.4518,153.015,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
Published,186,Kenmore News & Casket,"2069 Moggill Road , Kenmore, Brisbane West",-27.5085,152.938,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
Published,1556,Kenmore Tavern Plaza News,"4/841 Moggill Road, Kenmore, Queensland, Australia",-27.506749,152.948024,,2,Preloaded reseller,,,,,,,,,,Brisbane,
Published,263,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane North,2,Preloaded reseller,,,,,Top up,,,,,,
Published,386,Keperra station,"Silvertop Street, Keperra, Brisbane North",-27.409,152.957,Brisbane North,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,474,King George Square busway station,"corner Ann and Roma Streets, access also available from Adelaide Street, Brisbane , Brisbane Central",-27.4669,153.022,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Archived,498,Kings Circle News / Caboolture Officesmart,"287 King Street, Caboolture, Northern",-27.076,152.929,Northern,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
Archived,667,Kingston News,"Kingston Palms Shopping Centre, Cnr Kingston Road and Juers Street, Kingston, Southern",-27.660306,153.117566,Southern,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Published,264,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,431,Kingston station,"Milky Way Street, Kingston, Southern",-27.6574,153.118,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,265,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,381,Kuraby station,"1370 Beenleigh Road, Kuraby, Southern",-27.6049,153.091,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Archived,546,Kwikimart (a Friendly Grocer Store),"Shop 69, 158 Moray Street, New Farm, Brisbane Central",-27.4701,153.043,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
Archived,584,Labrador Park Newsagency,"100 Brisbane Road, Labrador, Gold Coast",-27.931558,153.377048,Airlie Beach,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Published,1616,Landsborough Newsagency,"1/1 Maleny Street, Landsborough, Queensland, Australia",-26.808765,152.964943,Sunshine Coast,2,Preloaded reseller,,,,,,,,,,Sunshine Coast,
Published,266,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,2,Preloaded reseller,,,,,Top up,,,,,,
Published,384,Landsborough station,"Cribb Street, Landsborough, Sunshine Coast",-26.8084,152.966,Sunshine Coast,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,642,Langlands Busway,"Cnr Old Cleveland Rd and Mains Road, Coorparoo, Brisbane East",-27.498635,153.050149,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
Published,267,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Northern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,360,Lawnton station,"Station Road, Lawnton, Northern",-27.2816,152.981,Northern,5,Rail fare machine,,go card,,,Top up,,,,,Brisbane,
Published,268,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
Published,432,Lindum station,"Sibley Road, Lindum, Brisbane East",-27.4421,153.145,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,605,Lockyer Valley Tourist Information Centre,"Lake Apex Drive, Gatton, Western",-27.570008,152.270886,Western,1,Standard retailer,,go card,,,Buy,,,,,,
Archived,544,Logan City News,"Shop 66, Logan City Centre, corner Kingston Road and Wembley Road, Logan Central, Southern",-27.6427,153.119,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
Archived,470,Logan Road News,"1303 Logan Road, Mount Gravatt, Brisbane South",-27.5341,153.075,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
Published,495,Logandale Plaza News,"Shop 10, Logandale Plaza, Cnr Beenleigh-Redland Bay Road and Logandale Boulevard, Loganholme, Southern",-27.6735,153.211,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
Published,588,Loganholme Bus Interchange,"Cnr Service Rd and Mandew St, Loganholme, Southern",-27.660298,153.173541,Southern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
Published,269,Loganlea station,"Station Road, Loganlea, Southern",-27.671,153.139,Southern,2,Preloaded reseller,,,,,Top up,,,,,,
Published,374,Loganlea station,"Station Road, Loganlea , Southern",-27.671,153.139,Southern,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,270,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane East,2,Preloaded reseller,,,,,Top up,,,,,,
Published,433,Lota station,"Railway Terrace, Lota, Brisbane East",-27.4701,153.188,Brisbane East,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
Published,706,Lucky 7 Broadwater,"5 Nind Street, Southport, Queensland, Australia",-27.963057,153.413301,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
Published,1406,Lucky 7 Circle,"3184 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-28.000986,153.42705,,2,Preloaded reseller,,,,,,,,,,Gold Coast,
Published,659,Lucky 7 Edward Street,"Shop 2, 160 Edward Street, Brisbane, Brisbane Central",-27.469461,153.027863,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
Published,766,Lucky 7 Scarborough Street Convenience,"Shop 3, 34 Scarborough Street, Southport, Queensland, Australia",-27.970686,153.414785,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
Published,796,Lucky 7 Shores,"Shop 414, 1 Como Crescent, Southport, Queensland, Australia",-27.973923,153.418525,,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
Published,528,Lucky 7 South Bank,"Shop 4, 166 Grey Street, South Bank, Brisbane Central",-27.4781,153.021,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
